     1→     1→{
     2→     2→ "batch": 15,
     3→     3→ "questions": [
   534→   534→   "Chapter No.": "4.0",
   535→   535→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   536→   536→   "Medium": "Hindi",
   537→   537→   "Question": "एक यौगिक 'X' का आणविक सूत्र $C_2H_4O_2$ है। यह सोडियम कार्बोनेट के साथ तीव्र बुदबुदाहट देता है। 'X' है:",
   538→   538→   "Option 1": "एथेनॉल",
   539→   539→   "Option 2": "एथेनल",
   540→   540→   "Option 3": "एथेनोइक अम्ल",
   541→   541→   "Option 4": "मिथाइल मेथेनोएट",
   542→   542→   "Correct Option": "3.0",
   543→   543→   "Explanation": "कार्बोनेट के साथ तीव्र बुदबुदाहट कार्बोक्सिलिक अम्ल का परीक्षण है। $C_2H_4O_2$ सूत्र एथेनोइक अम्ल ($CH_3COOH$) का है।",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2023.0",
   546→   546→   "_sheet_row": 735
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "4.0",
   551→   551→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "इत्र बनाने और स्वाद बढ़ाने वाले कारक (Flavoring agent) के रूप में किसका उपयोग किया जाता है?",
   554→   554→   "Option 1": "एथेन",
   555→   555→   "Option 2": "मेथेन",
   556→   556→   "Option 3": "एस्टर (Ester)",
   557→   557→   "Option 4": "एथेनोइक अम्ल",
   558→   558→   "Correct Option": "3.0",
   559→   559→   "Explanation": "एस्टर की गंध मीठी और फलों जैसी होती है, इसलिए इनका उपयोग इत्र और खाद्य उद्योगों में व्यापक रूप से किया जाता है।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2019.0",
   562→   562→   "_sheet_row": 736
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "4.0",
   567→   567→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "कार्बन $C^{4+}$ धनायन क्यों नहीं बना सकता?",
   570→   570→   "Option 1": "4 इलेक्ट्रॉन निकालने के लिए अत्यधिक ऊर्जा चाहिए",
   571→   571→   "Option 2": "इलेक्ट्रॉन खोकर स्थिरता प्राप्त करता है",
   572→   572→   "Option 3": "इसकी विद्युत ऋणात्मकता उच्च है",
   573→   573→   "Option 4": "उपरोक्त में से कोई नहीं",
   574→   574→   "Correct Option": "1.0",
   575→   575→   "Explanation": "कार्बन परमाणु से चार इलेक्ट्रॉन निकालने के लिए बहुत अधिक ऊर्जा की आवश्यकता होती है, जो सामान्य परिस्थितियों में उपलब्ध नहीं होती है।",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2022.0",
   578→   578→   "_sheet_row": 737
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "4.0",
   583→   583→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "हीरे का गलनांक बहुत उच्च क्यों होता है?",
   586→   586→   "Option 1": "यह एक धातु है",
   587→   587→   "Option 2": "इसमें मजबूत सहसंयोजक नेटवर्क संरचना है",
   588→   588→   "Option 3": "इसमें वैन डेर वाल्स बल होते हैं",
   589→   589→   "Option 4": "यह कार्बन से बना है",
   590→   590→   "Correct Option": "2.0",
   591→   591→   "Explanation": "हीरे में, प्रत्येक कार्बन चार अन्य कार्बन परमाणुओं के साथ मजबूत सहसंयोजक बंधों द्वारा चतुष्फलकीय रूप से जुड़ा होता है, जो एक कठोर 3D संरचना बनाता है।",
   592→   592→   "Exam": "Bihar Board",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 738
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "4.0",
   599→   599→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "निम्नलिखित में से कौन $C_3H_4$ के समान समजातीय श्रेणी का है?",
   602→   602→   "Option 1": "C2H6",
   603→   603→   "Option 2": "C2H2",
   604→   604→   "Option 3": "C3H6",
   605→   605→   "Option 4": "C4H10",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "$C_3H_4$ (प्रोपाइन) एक एल्काइन ($C_nH_{2n-2}$) है। $C_2H_2$ (एथाइन) भी एल्काइन श्रेणी का सदस्य है।",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2018.0",
   610→   610→   "_sheet_row": 739
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "4.0",
   615→   615→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "ग्लेशियल एसिटिक अम्ल (Glacial acetic acid) क्या है?",
   618→   618→   "Option 1": "जमा हुआ एथेनॉल",
   619→   619→   "Option 2": "100% शुद्ध एथेनोइक अम्ल",
   620→   620→   "Option 3": "तनु एसिटिक अम्ल",
   621→   621→   "Option 4": "सिरका",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "शुद्ध एथेनोइक अम्ल का गलनांक 290 K होता है और यह ठंडी जलवायु में जम जाता है, जो ग्लेशियर जैसा दिखता है, इसीलिए इसे यह नाम दिया गया है।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2021.0",
   626→   626→   "_sheet_row": 740
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "4.0",
   631→   631→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "मेथेन में क्लोरीन का जुड़ना एक:",
   634→   634→   "Option 1": "तीव्र अभिक्रिया है",
   635→   635→   "Option 2": "अंधेरे में धीमी अभिक्रिया है",
   636→   636→   "Option 3": "सूर्य के प्रकाश में श्रृंखला अभिक्रिया है",
   637→   637→   "Option 4": "उदासीनीकरण अभिक्रिया है",
   638→   638→   "Correct Option": "3.0",
   639→   639→   "Explanation": "सूर्य के प्रकाश की उपस्थिति में, क्लोरीन एक-एक करके हाइड्रोजन परमाणुओं को प्रतिस्थापित करती है, जिसे मुक्त मूलक प्रतिस्थापन श्रृंखला अभिक्रिया कहते हैं।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2019.0",
   642→   642→   "_sheet_row": 741
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "4.0",
   647→   647→   "Chapter Name": "Carbon and its Compounds",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "What is the chemical formula of the third member of the homologous series of Alkenes?",
   650→   650→   "Option 1": "$C_3H_6$",
   651→   651→   "Option 2": "$C_4H_8$",
   652→   652→   "Option 3": "$C_4H_{10}$",
   653→   653→   "Option 4": "$C_5H_{10}$",
   654→   654→   "Correct Option": "2.0",
   655→   655→   "Explanation": "The alkene series starts with Ethene ($C_2H_4$). The second member is Propene ($C_3H_6$), and the third member is Butene ($C_4H_8$).",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2021.0",
   658→   658→   "_sheet_row": 742
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "4.0",
   663→   663→   "Chapter Name": "Carbon and its Compounds",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Which of the following carbon compounds is used as a fuel in spirit lamps?",
   666→   666→   "Option 1": "Ethanoic acid",
   667→   667→   "Option 2": "Ethanol",
   668→   668→   "Option 3": "Methane",
   669→   669→   "Option 4": "Benzene",
   670→   670→   "Correct Option": "2.0",
   671→   671→   "Explanation": "Ethanol ($C_2H_5OH$) is highly flammable and burns with a clean flame, making it ideal for spirit lamps and as an additive in petrol.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2019.0",
   674→   674→   "_sheet_row": 743
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "4.0",
   679→   679→   "Chapter Name": "Carbon and its Compounds",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "The reaction of Ethanoic acid with Ethanol in the presence of an acid catalyst is known as:",
   682→   682→   "Option 1": "Saponification",
   683→   683→   "Option 2": "Hydrogenation",
   684→   684→   "Option 3": "Esterification",
   685→   685→   "Option 4": "Substitution",
   686→   686→   "Correct Option": "3.0",
   687→   687→   "Explanation": "Ethanoic acid and Ethanol react to form Ethyl Ethanoate (an ester) and water. The pleasant fruity smell identifies the ester.",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2018.0",
   690→   690→   "_sheet_row": 744
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "4.0",
   695→   695→   "Chapter Name": "Carbon and its Compounds",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "Soaps form micelles with oily dirt. The 'tail' of the soap molecule is:",
   698→   698→   "Option 1": "Hydrophilic",
   699→   699→   "Option 2": "Hydrophobic",
   700→   700→   "Option 3": "Ionic",
   701→   701→   "Option 4": "Acidic",
   702→   702→   "Correct Option": "2.0",
   703→   703→   "Explanation": "The long hydrocarbon tail is non-polar and hydrophobic (water-fearing), so it dissolves in oil/grease rather than water.",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2022.0",
   706→   706→   "_sheet_row": 745
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "4.0",
   711→   711→   "Chapter Name": "Carbon and its Compounds",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "What happens when Methane is burnt in an excess of air?",
   714→   714→   "Option 1": "Carbon monoxide and water are formed",
   715→   715→   "Option 2": "Carbon and hydrogen are formed",
   716→   716→   "Option 3": "Carbon dioxide and water are formed",
   717→   717→   "Option 4": "Ethane is formed",
   718→   718→   "Correct Option": "3.0",
   719→   719→   "Explanation": "Complete combustion of alkanes in excess oxygen always produces Carbon Dioxide, water vapor, and a large amount of heat/light.",
   720→   720→   "Exam": "UP Board",
   721→   721→   "Year": "2021.0",
   722→   722→   "_sheet_row": 746
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "4.0",
   727→   727→   "Chapter Name": "Carbon and its Compounds",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "Which of the following is an example of a saturated cyclic hydrocarbon?",
   730→   730→   "Option 1": "Benzene",
   731→   731→   "Option 2": "Cyclohexane",
   732→   732→   "Option 3": "Cyclohexene",
   733→   733→   "Option 4": "Ethane",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "Cyclohexane ($C_6H_{12}$) consists of six carbon atoms joined in a ring by single covalent bonds, making it saturated.",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2023.0",
   738→   738→   "_sheet_row": 747
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "4.0",
   743→   743→   "Chapter Name": "Carbon and its Compounds",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "The process of conversion of an Ester back into Alcohol and Sodium salt of carboxylic acid is:",
   746→   746→   "Option 1": "Esterification",
   747→   747→   "Option 2": "Neutralization",
   748→   748→   "Option 3": "Saponification",
   749→   749→   "Option 4": "Fermentation",
   750→   750→   "Correct Option": "3.0",
   751→   751→   "Explanation": "When an ester reacts with Sodium Hydroxide ($NaOH$), it breaks down into its original alcohol and the sodium salt of the acid (soap).",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2020.0",
   754→   754→   "_sheet_row": 748
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "4.0",
   759→   759→   "Chapter Name": "Carbon and its Compounds",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "Which functional group is present in the compound $CH_3CH_2Cl$?",
   762→   762→   "Option 1": "Alcohol",
   763→   763→   "Option 2": "Halo group",
   764→   764→   "Option 3": "Aldehyde",
   765→   765→   "Option 4": "Ketone",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "The presence of a Chlorine atom attached to the alkyl chain represents the Halogen (Halo) functional group.",
   768→   768→   "Exam": "HBSE",
   769→   769→   "Year": "2021.0",
   770→   770→   "_sheet_row": 749
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "4.0",
   775→   775→   "Chapter Name": "Carbon and its Compounds",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "Which of the following will not give a positive result with the Sodium Bicarbonate test?",
   778→   778→   "Option 1": "Ethanoic acid",
   779→   779→   "Option 2": "Propanoic acid",
   780→   780→   "Option 3": "Ethanol",
   781→   781→   "Option 4": "Methanoic acid",
   782→   782→   "Correct Option": "3.0",
   783→   783→   "Explanation": "Sodium bicarbonate reacts only with carboxylic acids to release $CO_2$ gas. Alcohols like ethanol are not acidic enough to react with it.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2019.0",
   786→   786→   "_sheet_row": 750
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "4.0",
   791→   791→   "Chapter Name": "Carbon and its Compounds",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "How many double bonds are present in a molecule of Ethene?",
   794→   794→   "Option 1": "One",
   795→   795→   "Option 2": "Two",
   796→   796→   "Option 3": "Three",
   797→   797→   "Option 4": "Zero",
   798→   798→   "Correct Option": "1.0",
   799→   799→   "Explanation": "Ethene ($C_2H_4$) has a double bond between the two carbon atoms ($CH_2=CH_2$) and four single C-H bonds.",
   800→   800→   "Exam": "Bihar Board",
   801→   801→   "Year": "2022.0",
   802→   802→   "_sheet_row": 751
   803→   803→  }
   804→   804→ ]
   805→   805→}
