     1→     1→{
     2→     2→ "batch": 16,
     3→     3→ "questions": [
   521→   521→   "Question": "An organic compound 'X' is a liquid at room temperature and is a vital constituent of many cough syrups. On oxidation, it gives 'Y' which turns blue litmus red. Identify 'X'.",
   522→   522→   "Option 1": "Methanol",
   523→   523→   "Option 2": "Ethanol",
   524→   524→   "Option 3": "Ethanoic acid",
   525→   525→   "Option 4": "Acetone",
   526→   526→   "Correct Option": "2.0",
   527→   527→   "Explanation": "Ethanol (X) is used in medicines. Its oxidation product is Ethanoic acid (Y), which turns blue litmus red.",
   528→   528→   "Exam": "CBSE",
   529→   529→   "Year": "2019.0",
   530→   530→   "_sheet_row": 784
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "4.0",
   535→   535→   "Chapter Name": "Carbon and its Compounds",
   536→   536→   "Medium": "English",
   537→   537→   "Question": "Which of the following describes the 'cleansing action of soap'?",
   538→   538→   "Option 1": "Micelles trap dirt in their ionic center",
   539→   539→   "Option 2": "Hydrophobic tails attach to water",
   540→   540→   "Option 3": "Hydrophobic tails attach to oil and hydrophilic heads to water",
   541→   541→   "Option 4": "Ionic heads dissolve in oil",
   542→   542→   "Correct Option": "3.0",
   543→   543→   "Explanation": "Soap acts as a bridge; the hydrocarbon tail dissolves in the grease/oil, and the ionic head remains in the water, pulling the dirt away.",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2021.0",
   546→   546→   "_sheet_row": 785
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "4.0",
   551→   551→   "Chapter Name": "Carbon and its Compounds",
   552→   552→   "Medium": "English",
   553→   553→   "Question": "How many single and double bonds are present in the structure of Benzene?",
   554→   554→   "Option 1": "6 single, 6 double",
   555→   555→   "Option 2": "9 single, 3 double",
   556→   556→   "Option 3": "12 single, 3 double",
   557→   557→   "Option 4": "6 single, 3 double",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "Benzene ($C_6H_6$) has 6 C-C single bonds (alternating with 3 double bonds) and 6 C-H single bonds, totaling 12 bonds (9 single, 3 double).",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2018.0",
   562→   562→   "_sheet_row": 786
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "4.0",
   567→   567→   "Chapter Name": "Carbon and its Compounds",
   568→   568→   "Medium": "English",
   569→   569→   "Question": "A salt 'X' is formed by the reaction of Ethanoic acid and Sodium Carbonate. When 'X' is heated with Soda Lime, which gas is evolved?",
   570→   570→   "Option 1": "$CO_2$",
   571→   571→   "Option 2": "$H_2$",
   572→   572→   "Option 3": "$CH_4$",
   573→   573→   "Option 4": "$C_2H_6$",
   574→   574→   "Correct Option": "3.0",
   575→   575→   "Explanation": "Sodium Ethanoate (X) undergoes decarboxylation when heated with Soda Lime ($NaOH + CaO$) to produce Methane ($CH_4$).",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2020.0",
   578→   578→   "_sheet_row": 787
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "4.0",
   583→   583→   "Chapter Name": "Carbon and its Compounds",
   584→   584→   "Medium": "English",
   585→   585→   "Question": "Which of the following is true for the isomers of Butane?",
   586→   586→   "Option 1": "They have different molecular formulas",
   587→   587→   "Option 2": "They have the same physical properties",
   588→   588→   "Option 3": "They have different structural arrangements",
   589→   589→   "Option 4": "They have the same boiling point",
   590→   590→   "Correct Option": "3.0",
   591→   591→   "Explanation": "Isomers have the same molecular formula but different arrangements of atoms, leading to different physical and chemical properties.",
   592→   592→   "Exam": "Bihar Board",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 788
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "4.0",
   599→   599→   "Chapter Name": "Carbon and its Compounds",
   600→   600→   "Medium": "English",
   601→   601→   "Question": "Which reagent is used to convert an unsaturated fat into a saturated fat?",
   602→   602→   "Option 1": "$O_2$",
   603→   603→   "Option 2": "$H_2$ with $Ni$ catalyst",
   604→   604→   "Option 3": "$Cl_2$ with sunlight",
   605→   605→   "Option 4": "$KMnO_4$",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "Hydrogenation uses Hydrogen gas and a Nickel catalyst to break double/triple bonds and add Hydrogen atoms to the carbon chain.",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2021.0",
   610→   610→   "_sheet_row": 789
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "4.0",
   615→   615→   "Chapter Name": "Carbon and its Compounds",
   616→   616→   "Medium": "English",
   617→   617→   "Question": "The flame of a gas stove turns yellow if the air holes are blocked. This is due to:",
   618→   618→   "Option 1": "Complete combustion",
   619→   619→   "Option 2": "Incomplete combustion",
   620→   620→   "Option 3": "Excess oxygen",
   621→   621→   "Option 4": "High temperature",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "Blocked air holes reduce the oxygen supply, leading to incomplete combustion of the fuel, which produces a yellow, sooty flame.",
   624→   624→   "Exam": "UP Board",
   625→   625→   "Year": "2020.0",
   626→   626→   "_sheet_row": 790
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "4.0",
   631→   631→   "Chapter Name": "Carbon and its Compounds",
   632→   632→   "Medium": "English",
   633→   633→   "Question": "Which of the following compounds will undergo a substitution reaction?",
   634→   634→   "Option 1": "$C_2H_4$",
   635→   635→   "Option 2": "$C_3H_4$",
   636→   636→   "Option 3": "$C_2H_6$",
   637→   637→   "Option 4": "$C_4H_8$",
   638→   638→   "Correct Option": "3.0",
   639→   639→   "Explanation": "Only saturated hydrocarbons (Alkanes) like Ethane ($C_2H_6$) undergo substitution reactions. Others are unsaturated and undergo addition.",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2019.0",
   642→   642→   "_sheet_row": 791
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "4.0",
   647→   647→   "Chapter Name": "Carbon and its Compounds",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "The compound formed by the reaction of Ethanol and Ethanoic acid has the functional group:",
   650→   650→   "Option 1": "$-OH$",
   651→   651→   "Option 2": "$-CHO$",
   652→   652→   "Option 3": "$-COOR$",
   653→   653→   "Option 4": "$-COOH$",
   654→   654→   "Correct Option": "3.0",
   655→   655→   "Explanation": "The reaction produces an Ester ($CH_3COOCH_2CH_3$), which contains the ester functional group ($-COOR$).",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2023.0",
   658→   658→   "_sheet_row": 792
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "4.0",
   663→   663→   "Chapter Name": "Carbon and its Compounds",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Why is Diamond a non-conductor of electricity while Graphite is a conductor?",
   666→   666→   "Option 1": "Diamond has free electrons",
   667→   667→   "Option 2": "Graphite has a layered structure with free electrons",
   668→   668→   "Option 3": "Diamond is a non-metal",
   669→   669→   "Option 4": "Graphite is a metal",
   670→   670→   "Correct Option": "2.0",
   671→   671→   "Explanation": "In Graphite, each carbon is bonded to only 3 others, leaving one free valence electron per atom to conduct electricity. In Diamond, all 4 are bonded.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2017.0",
   674→   674→   "_sheet_row": 793
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "4.0",
   679→   679→   "Chapter Name": "Carbon and its Compounds",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "What is the general formula for a cyclic alkane?",
   682→   682→   "Option 1": "$C_nH_{2n+2}$",
   683→   683→   "Option 2": "$C_nH_{2n}$",
   684→   684→   "Option 3": "$C_nH_{2n-2}$",
   685→   685→   "Option 4": "$C_nH_n$",
   686→   686→   "Correct Option": "2.0",
   687→   687→   "Explanation": "Cyclic alkanes have two fewer hydrogens than straight-chain alkanes to close the ring, giving them the same formula as alkenes ($C_nH_{2n}$).",
   688→   688→   "Exam": "HBSE",
   689→   689→   "Year": "2021.0",
   690→   690→   "_sheet_row": 794
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "4.0",
   695→   695→   "Chapter Name": "Carbon and its Compounds",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "Which of the following has the highest number of covalent bonds?",
   698→   698→   "Option 1": "Methane",
   699→   699→   "Option 2": "Ethane",
   700→   700→   "Option 3": "Propane",
   701→   701→   "Option 4": "Butane",
   702→   702→   "Correct Option": "4.0",
   703→   703→   "Explanation": "As the carbon chain length increases in the alkane series, the number of C-C and C-H bonds increases. Butane has 13 covalent bonds.",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2020.0",
   706→   706→   "_sheet_row": 795
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "4.0",
   711→   711→   "Chapter Name": "Carbon and its Compounds",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "What is the product when Ethene reacts with Bromine water?",
   714→   714→   "Option 1": "1,2-dibromoethane",
   715→   715→   "Option 2": "Bromoethane",
   716→   716→   "Option 3": "1,1-dibromoethane",
   717→   717→   "Option 4": "Ethane",
   718→   718→   "Correct Option": "1.0",
   719→   719→   "Explanation": "Bromine adds across the double bond of Ethene ($CH_2=CH_2$) to form $CH_2Br-CH_2Br$ (1,2-dibromoethane), turning the solution colorless.",
   720→   720→   "Exam": "CBSE",
   721→   721→   "Year": "2021.0",
   722→   722→   "_sheet_row": 796
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "4.0",
   727→   727→   "Chapter Name": "Carbon and its Compounds",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "A mixture of $CO$ and $H_2$ gas is known as:",
   730→   730→   "Option 1": "Natural gas",
   731→   731→   "Option 2": "Water gas",
   732→   732→   "Option 3": "Biogas",
   733→   733→   "Option 4": "LPG",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "Water gas is an industrial fuel prepared by passing steam over red-hot coke.",
   736→   736→   "Exam": "",
   737→   737→   "Year": "",
   738→   738→   "_sheet_row": 797
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "4.0",
   743→   743→   "Chapter Name": "Carbon and its Compounds",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "The IUPAC name of the first member of the ketone series is:",
   746→   746→   "Option 1": "Methanone",
   747→   747→   "Option 2": "Ethanone",
   748→   748→   "Option 3": "Propanone",
   749→   749→   "Option 4": "Butanone",
   750→   750→   "Correct Option": "3.0",
   751→   751→   "Explanation": "A ketone group ($C=O$) must be between two carbon atoms, so the simplest ketone must have at least 3 carbons (Propanone).",
   752→   752→   "Exam": "Bihar Board",
   753→   753→   "Year": "2021.0",
   754→   754→   "_sheet_row": 798
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "4.0",
   759→   759→   "Chapter Name": "Carbon and its Compounds",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "During the preparation of soap, why is common salt ($NaCl$) added?",
   762→   762→   "Option 1": "To increase the pH",
   763→   763→   "Option 2": "To precipitate the soap",
   764→   764→   "Option 3": "To make it smell better",
   765→   765→   "Option 4": "To speed up the reaction",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "Adding salt reduces the solubility of soap in the aqueous solution, causing the soap to precipitate out as a solid (salting out).",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2018.0",
   770→   770→   "_sheet_row": 799
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "4.0",
   775→   775→   "Chapter Name": "Carbon and its Compounds",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "Ethanoic acid is also called 'Glacial Acetic Acid' because it:",
   778→   778→   "Option 1": "Is found in glaciers",
   779→   779→   "Option 2": "Freezes into ice-like crystals at low temperatures",
   780→   780→   "Option 3": "Is very cold",
   781→   781→   "Option 4": "Is transparent like glass",
   782→   782→   "Correct Option": "2.0",
   783→   783→   "Explanation": "Pure ethanoic acid has a melting point of 17°C (290 K). In winter, it freezes into crystals that look like a glacier.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2022.0",
   786→   786→   "_sheet_row": 800
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "4.0",
   791→   791→   "Chapter Name": "Carbon and its Compounds",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "Identify the heteroatom(s) in the compound $CH_3-CH_2-O-CH_2-Cl$. (i) Oxygen (ii) Carbon (iii) Hydrogen (iv) Chlorine",
   794→   794→   "Option 1": "(i) and (ii)",
   795→   795→   "Option 2": "(ii) and (iii)",
   796→   796→   "Option 3": "(iii) and (iv)",
   797→   797→   "Option 4": "(i) and (iv)",
   798→   798→   "Correct Option": "4.0",
   799→   799→   "Explanation": "In organic chemistry, any atom other than Carbon and Hydrogen (like Oxygen, Nitrogen, Sulphur, or Halogens) is called a heteroatom.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2021.0",
   802→   802→   "_sheet_row": 801
   803→   803→  }
   804→   804→ ]
   805→   805→}
