     1→     1→{
     2→     2→ "batch": 7,
     3→     3→ "questions": [
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "2.0",
   551→   551→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "केक बनाने में एक अवयव (Ingredient) के रूप में निम्नलिखित में से किसका उपयोग किया जाता है?",
   554→   554→   "Option 1": "सोडियम क्लोराइड",
   555→   555→   "Option 2": "सोडियम हाइड्रोजनकार्बोनेट",
   556→   556→   "Option 3": "कैल्शियम ऑक्सीक्लोराइड",
   557→   557→   "Option 4": "कैल्शियम सल्फेट",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "सोडियम हाइड्रोजनकार्बोनेट (बेकिंग सोडा) गर्म होने पर $CO_2$ गैस छोड़ता है, जिससे केक फूलता है और स्पंजी बन जाता है।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2021.0",
   562→   562→   "_sheet_row": 336
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "2.0",
   567→   567→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "$HCl$ गैस द्वारा नम लिटमस पेपर के रंग में परिवर्तन किसके कारण होता है?",
   570→   570→   "Option 1": "H+ आयनों की उपस्थिति",
   571→   571→   "Option 2": "Cl- आयनों की उपस्थिति",
   572→   572→   "Option 3": "जल की उपस्थिति",
   573→   573→   "Option 4": "H3O+ आयनों की उपस्थिति",
   574→   574→   "Correct Option": "4.0",
   575→   575→   "Explanation": "नमी की उपस्थिति में, $HCl$ गैस आयनित होकर $H^+$ आयन बनाती है जो जल के साथ जुड़कर हाइड्रोनियम आयन ($H_3O^+$) बनाते हैं। ये आयन ही अम्लीय गुणों के लिए जिम्मेदार हैं।",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2023.0",
   578→   578→   "_sheet_row": 337
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "2.0",
   583→   583→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "नीले लिटमस पेपर पर अम्ल का क्या प्रभाव पड़ता है?",
   586→   586→   "Option 1": "इसे लाल कर देता है",
   587→   587→   "Option 2": "कोई प्रभाव नहीं",
   588→   588→   "Option 3": "इसे पीला कर देता है",
   589→   589→   "Option 4": "इसे रंगहीन कर देता है",
   590→   590→   "Correct Option": "1.0",
   591→   591→   "Explanation": "अम्लों में नीले लिटमस पेपर को लाल करने का गुण होता है। क्षारक लाल लिटमस को नीला करते हैं।",
   592→   592→   "Exam": "Bihar Board",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 338
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "2.0",
   599→   599→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "निम्नलिखित में से कौन सा एक प्रबल अम्ल है?",
   602→   602→   "Option 1": "एसिटिक अम्ल",
   603→   603→   "Option 2": "साइट्रिक अम्ल",
   604→   604→   "Option 3": "नाइट्रिक अम्ल",
   605→   605→   "Option 4": "ऑक्सैलिक अम्ल",
   606→   606→   "Correct Option": "3.0",
   607→   607→   "Explanation": "नाइट्रिक अम्ल ($HNO_3$) एक खनिज अम्ल है जो जल में पूरी तरह से आयनित हो जाता है, जबकि कार्बनिक अम्ल (Organic acids) दुर्बल होते हैं।",
   608→   608→   "Exam": "HBSE",
   609→   609→   "Year": "2021.0",
   610→   610→   "_sheet_row": 339
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "2.0",
   615→   615→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "चींटी के डंक में पाया जाने वाला अम्ल है:",
   618→   618→   "Option 1": "मेथेनोइक अम्ल",
   619→   619→   "Option 2": "एसिटिक अम्ल",
   620→   620→   "Option 3": "साइट्रिक अम्ल",
   621→   621→   "Option 4": "ऑक्सैलिक अम्ल",
   622→   622→   "Correct Option": "1.0",
   623→   623→   "Explanation": "चींटी के डंक में मेथेनोइक अम्ल (जिसे फॉर्मिक अम्ल भी कहा जाता है) होता है, जो जलन और दर्द का कारण बनता।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2018.0",
   626→   626→   "_sheet_row": 340
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "2.0",
   631→   631→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "सोडियम हाइड्रोजनकार्बोनेट के विलयन को गर्म करने पर क्या होता है?",
   634→   634→   "Option 1": "सोडियम कार्बोनेट बनता है",
   635→   635→   "Option 2": "सोडियम ऑक्साइड बनता है",
   636→   636→   "Option 3": "सोडियम हाइड्रॉक्साइड बनता है",
   637→   637→   "Option 4": "कोई अभिक्रिया नहीं",
   638→   638→   "Correct Option": "1.0",
   639→   639→   "Explanation": "$NaHCO_3$ को गर्म करने पर इसका अपघटन सोडियम कार्बोनेट ($Na_2CO_3$), जल और कार्बन डाइऑक्साइड गैस में हो जाता है।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2019.0",
   642→   642→   "_sheet_row": 341
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "2.0",
   647→   647→   "Chapter Name": "Acids, Bases and Salts",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "A solution has a $H^+$ ion concentration of $10^{-4}$ mol/L. What is its pH and nature?",
   650→   650→   "Option 1": "pH 4, Basic",
   651→   651→   "Option 2": "pH 10, Acidic",
   652→   652→   "Option 3": "pH 4, Acidic",
   653→   653→   "Option 4": "pH 10, Basic",
   654→   654→   "Correct Option": "3.0",
   655→   655→   "Explanation": "The pH is calculated as $-log[H^+]$. So, $-log(10^{-4}) = 4$. Since the pH is less than 7, the solution is acidic.",
   656→   656→   "Exam": "",
   657→   657→   "Year": "",
   658→   658→   "_sheet_row": 342
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "2.0",
   663→   663→   "Chapter Name": "Acids, Bases and Salts",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Which of the following is the correct order of increasing acid strength?",
   666→   666→   "Option 1": "Water < Acetic acid < Hydrochloric acid",
   667→   667→   "Option 2": "Water < Hydrochloric acid < Acetic acid",
   668→   668→   "Option 3": "Acetic acid < Water < Hydrochloric acid",
   669→   669→   "Option 4": "Hydrochloric acid < Water < Acetic acid",
   670→   670→   "Correct Option": "1.0",
   671→   671→   "Explanation": "Water is neutral (pH 7), Acetic acid is a weak organic acid, and Hydrochloric acid is a strong mineral acid that ionizes completely.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2022.0",
   674→   674→   "_sheet_row": 343
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "2.0",
   679→   679→   "Chapter Name": "Acids, Bases and Salts",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "A sample of soil is mixed with water and allowed to settle. The clear supernatant solution turns the pH paper yellowish-orange. Which of the following would change the colour of this pH paper to greenish-blue?",
   682→   682→   "Option 1": "Lemon juice",
   683→   683→   "Option 2": "Vinegar",
   684→   684→   "Option 3": "Common salt",
   685→   685→   "Option 4": "An antacid",
   686→   686→   "Correct Option": "4.0",
   687→   687→   "Explanation": "Yellowish-orange indicates the soil is acidic. To move toward greenish-blue (basic range), a base like an antacid (Magnesium hydroxide) must be added.",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2021.0",
   690→   690→   "_sheet_row": 344
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "2.0",
   695→   695→   "Chapter Name": "Acids, Bases and Salts",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "What is the observation when a small amount of Copper (II) Oxide is added to dilute Hydrochloric acid while stirring?",
   698→   698→   "Option 1": "The solution turns blue-green and CuO dissolves",
   699→   699→   "Option 2": "The solution turns colorless",
   700→   700→   "Option 3": "A gas with a pungent smell is evolved",
   701→   701→   "Option 4": "A yellow precipitate is formed",
   702→   702→   "Correct Option": "1.0",
   703→   703→   "Explanation": "The basic metal oxide reacts with the acid to form Copper (II) Chloride and water: $CuO + 2HCl \\rightarrow CuCl_2 + H_2O$. $CuCl_2$ gives the solution a characteristic blue-green color.",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2019.0",
   706→   706→   "_sheet_row": 345
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "2.0",
   711→   711→   "Chapter Name": "Acids, Bases and Salts",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "During the electrolysis of brine, which gas is liberated at the cathode?",
   714→   714→   "Option 1": "Oxygen",
   715→   715→   "Option 2": "Chlorine",
   716→   716→   "Option 3": "Hydrogen",
   717→   717→   "Option 4": "Nitrogen",
   718→   718→   "Correct Option": "3.0",
   719→   719→   "Explanation": "In the Chlor-alkali process, $Cl_2$ is produced at the anode, while $H_2$ gas and $NaOH$ solution are formed at the cathode.",
   720→   720→   "Exam": "CBSE",
   721→   721→   "Year": "2020.0",
   722→   722→   "_sheet_row": 346
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "2.0",
   727→   727→   "Chapter Name": "Acids, Bases and Salts",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "Equal volumes of 1M $HCl$ and 1M $NaOH$ solutions are mixed. The pH of the resulting solution will be:",
   730→   730→   "Option 1": "1.0",
   731→   731→   "Option 2": "7.0",
   732→   732→   "Option 3": "14.0",
   733→   733→   "Option 4": "0.0",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "Mixing equal amounts of a strong acid and a strong base of the same concentration results in complete neutralization, forming a neutral salt ($NaCl$) and water with pH 7.",
   736→   736→   "Exam": "",
   737→   737→   "Year": "",
   738→   738→   "_sheet_row": 347
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "2.0",
   743→   743→   "Chapter Name": "Acids, Bases and Salts",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "When excess $CO_2$ is passed through lime water, the milkiness disappears due to the formation of:",
   746→   746→   "Option 1": "$CaCO_3$",
   747→   747→   "Option 2": "$Ca(OH)_2$",
   748→   748→   "Option 3": "$Ca(HCO_3)_2$",
   749→   749→   "Option 4": "$CaO$",
   750→   750→   "Correct Option": "3.0",
   751→   751→   "Explanation": "The initial milkiness is due to $CaCO_3$. Excess $CO_2$ reacts further to form Calcium Hydrogencarbonate, which is soluble in water, thus making the solution clear again.",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2017.0",
   754→   754→   "_sheet_row": 348
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "2.0",
   759→   759→   "Chapter Name": "Acids, Bases and Salts",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "Which of the following salts is known as 'Chile Saltpetre'?",
   762→   762→   "Option 1": "$KNO_3$",
   763→   763→   "Option 2": "$NaNO_3$",
   764→   764→   "Option 3": "$NaCl$",
   765→   765→   "Option 4": "$Na_2CO_3$",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "Sodium Nitrate ($NaNO_3$) is commonly referred to as Chile Saltpetre, while Potassium Nitrate is known as Indian Saltpetre.",
   768→   768→   "Exam": "",
   769→   769→   "Year": "",
   770→   770→   "_sheet_row": 349
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "2.0",
   775→   775→   "Chapter Name": "Acids, Bases and Salts",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "What happens when a solution of baking soda is heated?",
   778→   778→   "Option 1": "$CO_2$ is evolved and Sodium carbonate is formed",
   779→   779→   "Option 2": "Oxygen is evolved",
   780→   780→   "Option 3": "Sodium hydroxide is formed",
   781→   781→   "Option 4": "No change occurs",
   782→   782→   "Correct Option": "1.0",
   783→   783→   "Explanation": "Thermal decomposition of Sodium Hydrogencarbonate: $2NaHCO_3 \\xrightarrow{\\Delta} Na_2CO_3 + H_2O + CO_2$. This reaction is fundamental to the rising of bread/cakes.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2018.0",
   786→   786→   "_sheet_row": 350
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "2.0",
   791→   791→   "Chapter Name": "Acids, Bases and Salts",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "A visually challenged student wants to identify a solution as acidic or basic. Which indicator should they use?",
   794→   794→   "Option 1": "Litmus",
   795→   795→   "Option 2": "Vanilla essence",
   796→   796→   "Option 3": "Petunia leaves",
   797→   797→   "Option 4": "Turmeric",
   798→   798→   "Correct Option": "2.0",
   799→   799→   "Explanation": "Vanilla essence is an olfactory indicator. Its smell can be detected in acidic media but disappears in basic media, making it suitable for visually impaired students.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2023.0",
   802→   802→   "_sheet_row": 351
   803→   803→  }
   804→   804→ ]
   805→   805→}
