     1→     1→{
     2→     2→ "batch": 14,
     3→     3→ "questions": [
   540→   540→   "Option 3": "कीटोन",
   541→   541→   "Option 4": "कार्बोक्सिलिक अम्ल",
   542→   542→   "Correct Option": "4.0",
   543→   543→   "Explanation": "कार्बोक्सिल समूह में एक ही कार्बन परमाणु से जुड़े कार्बोनिल और हाइड्रॉक्सिल समूह होते हैं। उदाहरण: मेथेनोइक और एथेनोइक अम्ल।",
   544→   544→   "Exam": "UP Board",
   545→   545→   "Year": "2021.0",
   546→   546→   "_sheet_row": 685
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "4.0",
   551→   551→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "जब एथेनॉल में सोडियम धातु का एक टुकड़ा डाला जाता है तो क्या प्रेक्षण होता है?",
   554→   554→   "Option 1": "CO2 की तीव्र बुदबुदाहट",
   555→   555→   "Option 2": "हाइड्रोजन गैस का निकलना",
   556→   556→   "Option 3": "कोई अभिक्रिया नहीं",
   557→   557→   "Option 4": "काले अवक्षेप का बनना",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "एथेनॉल सोडियम जैसी सक्रिय धातुओं के साथ अभिक्रिया करके सोडियम एथॉक्साइड बनाता है और हाइड्रोजन गैस मुक्त करता है: $2CH_3CH_2OH + 2Na \\rightarrow 2CH_3CH_2ONa + H_2$।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2018.0",
   562→   562→   "_sheet_row": 686
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "4.0",
   567→   567→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "साबुन लंबी श्रृंखला वाले किसके सोडियम या पोटेशियम लवण होते हैं?",
   570→   570→   "Option 1": "एल्डिहाइड",
   571→   571→   "Option 2": "कीटोन",
   572→   572→   "Option 3": "कार्बोक्सिलिक अम्ल",
   573→   573→   "Option 4": "अल्कोहल",
   574→   574→   "Correct Option": "3.0",
   575→   575→   "Explanation": "वसा/तेलों के साबुनीकरण से साबुन बनते हैं, जिसके परिणामस्वरूप उच्च वसीय अम्लों (लंबी श्रृंखला वाले कार्बोक्सिलिक अम्ल) के सोडियम या पोटेशियम लवण प्राप्त होते हैं।",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2017.0",
   578→   578→   "_sheet_row": 687
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "4.0",
   583→   583→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "एथेनॉल को एथेनोइक अम्ल में ऑक्सीकृत करने के लिए किस अभिकर्मक का उपयोग किया जाता है?",
   586→   586→   "Option 1": "क्षारीय KMnO4",
   587→   587→   "Option 2": "अम्लीकृत K2Cr2O7",
   588→   588→   "Option 3": "सांद्र H2SO4",
   589→   589→   "Option 4": "1 और 2 दोनों",
   590→   590→   "Correct Option": "4.0",
   591→   591→   "Explanation": "क्षारीय पोटेशियम परमैंगनेट या अम्लीकृत पोटेशियम डाइक्रोमेट प्रबल ऑक्सीकारक हैं जो अल्कोहल को कार्बोक्सिलिक अम्ल में बदल देते हैं।",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2023.0",
   594→   594→   "_sheet_row": 688
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "4.0",
   599→   599→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "साबुन के अणु का 'जलविरागी' (Hydrophobic) सिरा होता है:",
   602→   602→   "Option 1": "आयनिक सिरा",
   603→   603→   "Option 2": "लंबी हाइड्रोकार्बन श्रृंखला",
   604→   604→   "Option 3": "ऑक्सीजन परमाणु",
   605→   605→   "Option 4": "सोडियम आयन",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "लंबी कार्बन श्रृंखला जलविरागी (पानी से डरने वाली) होती है और तेल/गंदगी से जुड़ती है, जबकि आयनिक सिरा जलरागी (पानी से प्यार करने वाला) होता है।",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2021.0",
   610→   610→   "_sheet_row": 689
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "4.0",
   615→   615→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "एस्टरीकरण (Esterification) किसके बीच की अभिक्रिया है?",
   618→   618→   "Option 1": "अम्ल और क्षारक",
   619→   619→   "Option 2": "अल्कोहल और कार्बोक्सिलिक अम्ल",
   620→   620→   "Option 3": "अम्ल और धातु",
   621→   621→   "Option 4": "अल्कोहल और सोडियम",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "एक अम्ल उत्प्रेरक की उपस्थिति में अल्कोहल और कार्बोक्सिलिक अम्ल अभिक्रिया करके एक मीठी गंध वाला यौगिक बनाते हैं जिसे एस्टर कहा जाता है।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2019.0",
   626→   626→   "_sheet_row": 690
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "4.0",
   631→   631→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "अभिक्रिया $CH_4 + Cl_2 \\xrightarrow{सूर्य का प्रकाश} CH_3Cl + HCl$ किसका उदाहरण है?",
   634→   634→   "Option 1": "संयोजन अभिक्रिया",
   635→   635→   "Option 2": "प्रतिस्थापन अभिक्रिया",
   636→   636→   "Option 3": "ऑक्सीकरण अभिक्रिया",
   637→   637→   "Option 4": "दहन",
   638→   638→   "Correct Option": "2.0",
   639→   639→   "Explanation": "संतृप्त हाइड्रोकार्बन में, सूर्य के प्रकाश की उपस्थिति में एक हाइड्रोजन परमाणु को दूसरे परमाणु (जैसे क्लोरीन) द्वारा बदल दिया जाता है। इसे प्रतिस्थापन अभिक्रिया कहते हैं।",
   640→   640→   "Exam": "HBSE",
   641→   641→   "Year": "2022.0",
   642→   642→   "_sheet_row": 691
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "4.0",
   647→   647→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   648→   648→   "Medium": "Hindi",
   649→   649→   "Question": "अल्कोहल और कार्बोक्सिलिक अम्ल के बीच अंतर करने के लिए किसका उपयोग किया जा सकता है?",
   650→   650→   "Option 1": "लिटमस पेपर",
   651→   651→   "Option 2": "सोडियम बाइकार्बोनेट",
   652→   652→   "Option 3": "सोडियम धातु",
   653→   653→   "Option 4": "1 और 2 दोनों",
   654→   654→   "Correct Option": "4.0",
   655→   655→   "Explanation": "कार्बोक्सिलिक अम्ल नीले लिटमस को लाल कर देते हैं और $NaHCO_3$ के साथ $CO_2$ (बुदबुदाहट) छोड़ते हैं, जबकि अल्कोहल ऐसा नहीं करते।",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2020.0",
   658→   658→   "_sheet_row": 692
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "4.0",
   663→   663→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   664→   664→   "Medium": "Hindi",
   665→   665→   "Question": "साबुनीकरण (Saponification) किसकी प्रक्रिया है?",
   666→   666→   "Option 1": "एस्टर से साबुन बनाना",
   667→   667→   "Option 2": "अल्कोहल से एस्टर बनाना",
   668→   668→   "Option 3": "चीनी से अल्कोहल बनाना",
   669→   669→   "Option 4": "ईंधन का दहन",
   670→   670→   "Correct Option": "1.0",
   671→   671→   "Explanation": "साबुन और ग्लिसरॉल बनाने के लिए एस्टर (वसा या तेल) के क्षारीय जल-अपघटन को साबुनीकरण कहा जाता है।",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2018.0",
   674→   674→   "_sheet_row": 693
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "4.0",
   679→   679→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   680→   680→   "Medium": "Hindi",
   681→   681→   "Question": "अपमार्जक (Detergents) साबुन से बेहतर होते हैं क्योंकि वे:",
   682→   682→   "Option 1": "जैव निम्नीकरणीय हैं",
   683→   683→   "Option 2": "कठोर जल में अच्छी तरह काम करते हैं",
   684→   684→   "Option 3": "प्राकृतिक तेलों से तैयार होते हैं",
   685→   685→   "Option 4": "प्रदूषण नहीं फैलाते",
   686→   686→   "Correct Option": "2.0",
   687→   687→   "Explanation": "साबुन कठोर जल में कैल्शियम और मैग्नीशियम आयनों के साथ 'स्कम' (Scum) बनाते हैं, लेकिन अपमार्जक प्रभावी रहते हैं और अवक्षेप नहीं बनाते।",
   688→   688→   "Exam": "MP Board",
   689→   689→   "Year": "2021.0",
   690→   690→   "_sheet_row": 694
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "4.0",
   695→   695→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   696→   696→   "Medium": "Hindi",
   697→   697→   "Question": "एथेन बनाने के लिए एथीन की संकलन (Addition) अभिक्रिया में उपयोग किया जाने वाला उत्प्रेरक है:",
   698→   698→   "Option 1": "निकल",
   699→   699→   "Option 2": "लोहा",
   700→   700→   "Option 3": "तांबा",
   701→   701→   "Option 4": "मैंगनीज",
   702→   702→   "Correct Option": "1.0",
   703→   703→   "Explanation": "असंतृप्त हाइड्रोकार्बन संतृप्त हाइड्रोकार्बन बनाने के लिए निकल ($Ni$) या पैलेडियम ($Pd$) जैसे उत्प्रेरक की उपस्थिति में हाइड्रोजन जोड़ते हैं।",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2022.0",
   706→   706→   "_sheet_row": 695
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "4.0",
   711→   711→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   712→   712→   "Medium": "Hindi",
   713→   713→   "Question": "प्रोपेनोइक अम्ल का अगला उच्च समजात (Homologue) कौन सा है?",
   714→   714→   "Option 1": "एथेनोइक अम्ल",
   715→   715→   "Option 2": "ब्यूटेनोइक अम्ल",
   716→   716→   "Option 3": "पेंटेनोइक अम्ल",
   717→   717→   "Option 4": "मेथेनोइक अम्ल",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "किसी श्रेणी में अगला समजात सदस्य $-CH_2$ इकाई जोड़ने पर प्राप्त होता है। प्रोपेनोइक अम्ल ($C_2H_5COOH$) में $-CH_2$ जोड़ने पर ब्यूटेनोइक अम्ल ($C_3H_7COOH$) प्राप्त होता है।",
   720→   720→   "Exam": "CBSE",
   721→   721→   "Year": "2023.0",
   722→   722→   "_sheet_row": 696
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "4.0",
   727→   727→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   728→   728→   "Medium": "Hindi",
   729→   729→   "Question": "जब एथेनॉल को 443 K पर अतिरिक्त सांद्र $H_2SO_4$ के साथ गर्म किया जाता है, तो उत्पाद होता है:",
   730→   730→   "Option 1": "एथेन",
   731→   731→   "Option 2": "एथीन",
   732→   732→   "Option 3": "एथाइन",
   733→   733→   "Option 4": "एथेनोइक अम्ल",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "सांद्र $H_2SO_4$ एक निर्जलीकरण कारक के रूप में कार्य करता है, जो एथेनॉल से जल के अणु को हटाकर एथीन (एक एल्कीन) बनाता है।",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2019.0",
   738→   738→   "_sheet_row": 697
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "4.0",
   743→   743→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   744→   744→   "Medium": "Hindi",
   745→   745→   "Question": "मेथेन किसका मुख्य घटक है?",
   746→   746→   "Option 1": "LPG",
   747→   747→   "Option 2": "CNG",
   748→   748→   "Option 3": "कोल गैस",
   749→   749→   "Option 4": "वाटर गैस",
   750→   750→   "Correct Option": "2.0",
   751→   751→   "Explanation": "संपीड़ित प्राकृतिक गैस (CNG) और बायोगैस में मुख्य रूप से मेथेन ($CH_4$) होता है, जो सबसे सरल हाइड्रोकार्बन है।",
   752→   752→   "Exam": "Bihar Board",
   753→   753→   "Year": "2022.0",
   754→   754→   "_sheet_row": 698
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "4.0",
   759→   759→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   760→   760→   "Medium": "Hindi",
   761→   761→   "Question": "एक संतृप्त हाइड्रोकार्बन का आणविक सूत्र $C_nH_{10}$ है। 'n' का मान है:",
   762→   762→   "Option 1": "4.0",
   763→   763→   "Option 2": "5.0",
   764→   764→   "Option 3": "6.0",
   765→   765→   "Option 4": "3.0",
   766→   766→   "Correct Option": "1.0",
   767→   767→   "Explanation": "संतृप्त हाइड्रोकार्बन (एल्केन) का सामान्य सूत्र $C_nH_{2n+2}$ है। यदि $2n+2 = 10$, तो $2n = 8$, अतः $n = 4$।",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2021.0",
   770→   770→   "_sheet_row": 699
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "4.0",
   775→   775→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   776→   776→   "Medium": "Hindi",
   777→   777→   "Question": "निम्नलिखित में से किसमें त्रि-बंध होता है?",
   778→   778→   "Option 1": "एथीन",
   779→   779→   "Option 2": "प्रोपीन",
   780→   780→   "Option 3": "प्रोपाइन",
   781→   781→   "Option 4": "ब्यूटीन",
   782→   782→   "Correct Option": "3.0",
   783→   783→   "Explanation": "-yne' (आइन) पर समाप्त होने वाले यौगिक एल्काइन परिवार के होते हैं, जिसकी विशेषता कम से कम एक कार्बन-कार्बन त्रि-बंध है।",
   784→   784→   "Exam": "UP Board",
   785→   785→   "Year": "2020.0",
   786→   786→   "_sheet_row": 700
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "4.0",
   791→   791→   "Chapter Name": "कार्बन एवं उसके यौगिक",
   792→   792→   "Medium": "Hindi",
   793→   793→   "Question": "जल में साबुन के अणुओं के गोलाकार गुच्छे को क्या कहा जाता है?",
   794→   794→   "Option 1": "मिसेल (Micelle)",
   795→   795→   "Option 2": "बुलबुला",
   796→   796→   "Option 3": "इमल्शन",
   797→   797→   "Option 4": "स्कम",
   798→   798→   "Correct Option": "1.0",
   799→   799→   "Explanation": "साबुन के अणु एक गुच्छे में व्यवस्थित हो जाते हैं जहाँ जलविरागी पूंछ अंदर की ओर और जलरागी सिर सतह पर होता है। इसे मिसेल कहते हैं।",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2022.0",
   802→   802→   "_sheet_row": 701
   803→   803→  }
   804→   804→ ]
   805→   805→}
