     1→     1→{
     2→     2→ "batch": 18,
     3→     3→ "questions": [
   558→   558→   "Correct Option": "1.0",
   559→   559→   "Explanation": "बाल्कन क्षेत्र स्वतंत्रता के लिए संघर्ष कर रही विभिन्न स्लावी राष्ट्रीयताओं और बड़ी यूरोपीय शक्तियों के बीच प्रतिद्वंद्विता के कारण तीव्र संघर्ष का दृश्य बन गया था।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2020.0",
   562→   562→   "_sheet_row": 886
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "SST",
   566→   566→   "Chapter No.": "1.0",
   567→   567→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "इंग्लैंड और स्कॉटलैंड के बीच 'एक्ट ऑफ यूनियन' पर किस वर्ष हस्ताक्षर किए गए थे?",
   570→   570→   "Option 1": "1688.0",
   571→   571→   "Option 2": "1707.0",
   572→   572→   "Option 3": "1789.0",
   573→   573→   "Option 4": "1801.0",
   574→   574→   "Correct Option": "2.0",
   575→   575→   "Explanation": "इंग्लैंड और स्कॉटलैंड के बीच एक्ट ऑफ यूनियन (1707) के परिणामस्वरूप 'यूनाइटेड किंगडम ऑफ ग्रेट ब्रिटेन' का गठन हुआ।",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2018.0",
   578→   578→   "_sheet_row": 887
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "SST",
   582→   582→   "Chapter No.": "1.0",
   583→   583→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "जर्मेनिया का रूपक' (Allegory of Germania) किसका प्रतिनिधित्व करता है?",
   586→   586→   "Option 1": "स्वतंत्रता और तर्क",
   587→   587→   "Option 2": "जर्मन राष्ट्र",
   588→   588→   "Option 3": "न्याय",
   589→   589→   "Option 4": "मितव्ययिता",
   590→   590→   "Correct Option": "2.0",
   591→   591→   "Explanation": "19वीं शताब्दी में, कलाकारों ने राष्ट्र को एक व्यक्ति के रूप में चित्रित किया। जर्मेनिया जर्मन राष्ट्र का रूपक बन गई, जो बलूत के पत्तों का मुकुट पहनती है क्योंकि जर्मन बलूत वीरता का प्रतीक है।",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 888
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "SST",
   598→   598→   "Chapter No.": "1.0",
   599→   599→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "जोलवेरिन' (Zollverein) क्या था?",
   602→   602→   "Option 1": "एक राजनीतिक दल",
   603→   603→   "Option 2": "एक शुल्क संघ",
   604→   604→   "Option 3": "एक गुप्त संस्था",
   605→   605→   "Option 4": "एक धार्मिक समूह",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "जोलवेरिन एक शुल्क संघ था जिसे 1834 में प्रशिया की पहल पर बनाया गया था; इसने टैरिफ बाधाओं को समाप्त कर दिया और मुद्राओं की संख्या कम कर दी।",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2019.0",
   610→   610→   "_sheet_row": 889
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "SST",
   614→   614→   "Chapter No.": "1.0",
   615→   615→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "जर्मन एकीकरण का वास्तुकार' कौन था?",
   618→   618→   "Option 1": "कैसर विलियम प्रथम",
   619→   619→   "Option 2": "ओटो वॉन बिस्मार्क",
   620→   620→   "Option 3": "हिटलर",
   621→   621→   "Option 4": "मेटरनिख",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "प्रशिया के मुख्यमंत्री ओटो वॉन बिस्मार्क ने प्रशिया की सेना और नौकरशाही की मदद से एकीकरण की प्रक्रिया को पूरा किया था।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2021.0",
   626→   626→   "_sheet_row": 890
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "SST",
   630→   630→   "Chapter No.": "1.0",
   631→   631→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "निम्नलिखित में से कौन सा देश उन चार शक्तियों में शामिल नहीं था जिन्होंने नेपोलियन को हराया था?",
   634→   634→   "Option 1": "ब्रिटेन",
   635→   635→   "Option 2": "रूस",
   636→   636→   "Option 3": "प्रशिया",
   637→   637→   "Option 4": "इटली",
   638→   638→   "Correct Option": "4.0",
   639→   639→   "Explanation": "यूरोपीय शक्तियों—ब्रिटेन, रूस, प्रशिया और ऑस्ट्रिया—ने मिलकर 1815 में नेपोलियन को हराया था।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2017.0",
   642→   642→   "_sheet_row": 891
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "SST",
   646→   646→   "Chapter No.": "1.0",
   647→   647→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   648→   648→   "Medium": "Hindi",
   649→   649→   "Question": "बलूत के पत्तों का मुकुट' किसका प्रतीक था?",
   650→   650→   "Option 1": "शांति",
   651→   651→   "Option 2": "वीरता",
   652→   652→   "Option 3": "शांति बनाने की इच्छा",
   653→   653→   "Option 4": "एक नए युग की शुरुआत",
   654→   654→   "Correct Option": "2.0",
   655→   655→   "Explanation": "जर्मन दृश्यों में, वीरता के प्रतीक के रूप में बलूत (ओक) के पत्तों के मुकुट का उपयोग किया जाता है।",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2020.0",
   658→   658→   "_sheet_row": 892
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "SST",
   662→   662→   "Chapter No.": "1.0",
   663→   663→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   664→   664→   "Medium": "Hindi",
   665→   665→   "Question": "उदारवाद' (Liberalism) शब्द लैटिन शब्द 'लिबर' (liber) से निकला है, जिसका अर्थ है:",
   666→   666→   "Option 1": "आजाद",
   667→   667→   "Option 2": "सम्मान",
   668→   668→   "Option 3": "समानता",
   669→   669→   "Option 4": "एकता",
   670→   670→   "Correct Option": "1.0",
   671→   671→   "Explanation": "नए मध्यम वर्गों के लिए, उदारवाद का अर्थ व्यक्ति के लिए स्वतंत्रता और कानून के समक्ष सभी की समानता था।",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2023.0",
   674→   674→   "_sheet_row": 893
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "SST",
   678→   678→   "Chapter No.": "1.0",
   679→   679→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   680→   680→   "Medium": "Hindi",
   681→   681→   "Question": "किस राज्य ने इटली के एकीकरण का नेतृत्व किया?",
   682→   682→   "Option 1": "रोम",
   683→   683→   "Option 2": "सार्डिनिया-पीडमोंट",
   684→   684→   "Option 3": "वेनिस",
   685→   685→   "Option 4": "दो सिसिली",
   686→   686→   "Correct Option": "2.0",
   687→   687→   "Explanation": "इतालवी राजघराने द्वारा शासित सार्डिनिया-पीडमोंट ने काउंट कावूर के नेतृत्व में इटली के एकीकरण की कमान संभाली।",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2019.0",
   690→   690→   "_sheet_row": 894
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "SST",
   694→   694→   "Chapter No.": "1.0",
   695→   695→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   696→   696→   "Medium": "Hindi",
   697→   697→   "Question": "फ्रेडरिक सॉरियू कौन था?",
   698→   698→   "Option 1": "एक जर्मन दार्शनिक",
   699→   699→   "Option 2": "एक फ्रांसीसी कलाकार",
   700→   700→   "Option 3": "एक इतालवी क्रांतिकारी",
   701→   701→   "Option 4": "एक ब्रिटिश राजनीतिज्ञ",
   702→   702→   "Correct Option": "2.0",
   703→   703→   "Explanation": "फ्रेडरिक सॉरियू एक फ्रांसीसी कलाकार था, जिसने 1848 में 'लोकतांत्रिक और सामाजिक गणराज्यों' से बनी दुनिया के अपने सपने को साकार करते हुए चार चित्रों की एक श्रृंखला तैयार की थी।",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2022.0",
   706→   706→   "_sheet_row": 895
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "SST",
   710→   710→   "Chapter No.": "1.0",
   711→   711→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   712→   712→   "Medium": "Hindi",
   713→   713→   "Question": "19वीं सदी के यूरोप में कुलीन वर्ग की मुख्य भाषा क्या थी?",
   714→   714→   "Option 1": "जर्मन",
   715→   715→   "Option 2": "फ्रेंच",
   716→   716→   "Option 3": "अंग्रेजी",
   717→   717→   "Option 4": "इतालवी",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "राजनयिक उद्देश्यों के लिए और उच्च समाज में, पूरे यूरोप में भूस्वामी कुलीन वर्ग फ्रेंच भाषा बोलता था।",
   720→   720→   "Exam": "CBSE",
   721→   721→   "Year": "2018.0",
   722→   722→   "_sheet_row": 896
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "SST",
   726→   726→   "Chapter No.": "1.0",
   727→   727→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   728→   728→   "Medium": "Hindi",
   729→   729→   "Question": "ज्युसेपे गैरीबाल्डी ने किस समूह का नेतृत्व करके इतालवी एकीकरण में योगदान दिया?",
   730→   730→   "Option 1": "रेड शर्ट्स (लाल कुर्ती)",
   731→   731→   "Option 2": "ब्लैक शर्ट्स",
   732→   732→   "Option 3": "जैकोबिन्स",
   733→   733→   "Option 4": "कार्बोनरी",
   734→   734→   "Correct Option": "1.0",
   735→   735→   "Explanation": "गैरीबाल्डी ने 'रेड शर्ट्स' के नाम से जाने जाने वाले स्वयंसेवकों की एक सेना का नेतृत्व किया ताकि दो सिसिली के राज्यों को जीता जा सके और स्थानीय किसानों का समर्थन हासिल किया जा सके।",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2021.0",
   738→   738→   "_sheet_row": 897
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "SST",
   742→   742→   "Chapter No.": "1.0",
   743→   743→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   744→   744→   "Medium": "Hindi",
   745→   745→   "Question": "किस विचारधारा ने परंपरा, स्थापित संस्थानों और रीति-रिवाजों के महत्व पर जोर दिया?",
   746→   746→   "Option 1": "उदारवाद",
   747→   747→   "Option 2": "रूढ़िवाद",
   748→   748→   "Option 3": "कट्टरपंथ",
   749→   749→   "Option 4": "समाजवाद",
   750→   750→   "Correct Option": "2.0",
   751→   751→   "Explanation": "रूढ़िवाद एक राजनीतिक दर्शन है जो परंपरा के महत्व पर जोर देता है और त्वरित परिवर्तन के बजाय धीरे-धीरे विकास को प्राथमिकता देता है।",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2020.0",
   754→   754→   "_sheet_row": 898
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "SST",
   758→   758→   "Chapter No.": "1.0",
   759→   759→   "Chapter Name": "यूरोप में राष्ट्रवाद का उदय",
   760→   760→   "Medium": "Hindi",
   761→   761→   "Question": "फ्रांस में 1830 की 'जुलाई क्रांति' के दौरान क्या हुआ था?",
   762→   762→   "Option 1": "नेपोलियन की हार हुई",
   763→   763→   "Option 2": "बोरबॉन राजाओं को उखाड़ फेंका गया",
   764→   764→   "Option 3": "गणराज्य की स्थापना हुई",
   765→   765→   "Option 4": "जर्मनी एकीकृत हुआ",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "पहला विद्रोह जुलाई 1830 में फ्रांस में हुआ था; बोरबॉन राजाओं को उदारवादी क्रांतिकारियों ने उखाड़ फेंका, जिन्होंने संवैधानिक राजतंत्र की स्थापना की।",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2017.0",
   770→   770→   "_sheet_row": 899
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "SST",
   774→   774→   "Chapter No.": "1.0",
   775→   775→   "Chapter Name": "Rise of Nationalism in Europe",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "Who was the King of France during the July Revolution of 1830?",
   778→   778→   "Option 1": "Louis XVI",
   779→   779→   "Option 2": "Charles X",
   780→   780→   "Option 3": "Louis Philippe",
   781→   781→   "Option 4": "Napoleon III",
   782→   782→   "Correct Option": "2.0",
   783→   783→   "Explanation": "Charles X was the Bourbon king who was overthrown during the July Revolution of 1830, leading to the installation of Louis Philippe as a constitutional monarch.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2018.0",
   786→   786→   "_sheet_row": 900
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "SST",
   790→   790→   "Chapter No.": "1.0",
   791→   791→   "Chapter Name": "Rise of Nationalism in Europe",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "Which year is associated with the 'Frankfurt Parliament' held at St. Paul's Church?",
   794→   794→   "Option 1": "1848.0",
   795→   795→   "Option 2": "1871.0",
   796→   796→   "Option 3": "1815.0",
   797→   797→   "Option 4": "1789.0",
   798→   798→   "Correct Option": "1.0",
   799→   799→   "Explanation": "In 1848, 831 elected representatives marched to the Church of St. Paul to draft a constitution for a German nation headed by a monarchy subject to a parliament.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2022.0",
   802→   802→   "_sheet_row": 901
   803→   803→  }
   804→   804→ ]
   805→   805→}
