     1→     1→{
     2→     2→ "batch": 12,
     3→     3→ "questions": [
   530→   530→   "_sheet_row": 584
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "3.0",
   535→   535→   "Chapter Name": "Metals and Non-metals",
   536→   536→   "Medium": "English",
   537→   537→   "Question": "Identify the correct statement regarding the reaction: $Fe_2O_3 + 2Al \\rightarrow Al_2O_3 + 2Fe$ + Heat.",
   538→   538→   "Option 1": "Aluminium is reduced",
   539→   539→   "Option 2": "Iron is the reducing agent",
   540→   540→   "Option 3": "Aluminium is the reducing agent",
   541→   541→   "Option 4": "It is an endothermic reaction",
   542→   542→   "Correct Option": "3.0",
   543→   543→   "Explanation": "Aluminium takes oxygen from Iron Oxide, thus Aluminium is oxidized and acts as the reducing agent. The reaction is highly exothermic.",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2021.0",
   546→   546→   "_sheet_row": 585
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "3.0",
   551→   551→   "Chapter Name": "Metals and Non-metals",
   552→   552→   "Medium": "English",
   553→   553→   "Question": "A metal 'M' reacts with cold water to give a base with molecular formula 'MOH' and liberates gas 'X'. 'X' burns with a pop sound. 'M' is:",
   554→   554→   "Option 1": "Calcium",
   555→   555→   "Option 2": "Sodium",
   556→   556→   "Option 3": "Magnesium",
   557→   557→   "Option 4": "Iron",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "Sodium reacts with cold water to form NaOH (MOH) and Hydrogen gas (X). Calcium forms $Ca(OH)_2$, which has a different formula ($M(OH)_2$).",
   560→   560→   "Exam": "HBSE",
   561→   561→   "Year": "2021.0",
   562→   562→   "_sheet_row": 586
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "3.0",
   567→   567→   "Chapter Name": "Metals and Non-metals",
   568→   568→   "Medium": "English",
   569→   569→   "Question": "Which of the following oxide(s) of iron would be obtained on prolonged reaction of iron with steam?",
   570→   570→   "Option 1": "$FeO$",
   571→   571→   "Option 2": "$Fe_2O_3$",
   572→   572→   "Option 3": "$Fe_3O_4$",
   573→   573→   "Option 4": "$Fe_2O_3$ and $Fe_3O_4$",
   574→   574→   "Correct Option": "3.0",
   575→   575→   "Explanation": "Iron reacts with steam to form $Fe_3O_4$ (Magnetite). It is a mixed oxide of $FeO$ and $Fe_2O_3$.",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2018.0",
   578→   578→   "_sheet_row": 587
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "3.0",
   583→   583→   "Chapter Name": "Metals and Non-metals",
   584→   584→   "Medium": "English",
   585→   585→   "Question": "Which of the following is an allotrope of carbon used for making lubricants?",
   586→   586→   "Option 1": "Diamond",
   587→   587→   "Option 2": "Coke",
   588→   588→   "Option 3": "Graphite",
   589→   589→   "Option 4": "Coal",
   590→   590→   "Correct Option": "3.0",
   591→   591→   "Explanation": "Graphite has a slippery, layered structure where layers can slide over each other, making it an excellent dry lubricant for machinery.",
   592→   592→   "Exam": "Bihar Board",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 588
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "3.0",
   599→   599→   "Chapter Name": "Metals and Non-metals",
   600→   600→   "Medium": "English",
   601→   601→   "Question": "A student accidentally spilled some concentrated $HNO_3$ on a copper coin. A reddish-brown gas was evolved. This gas is:",
   602→   602→   "Option 1": "$H_2$",
   603→   603→   "Option 2": "$NO_2$",
   604→   604→   "Option 3": "$O_2$",
   605→   605→   "Option 4": "$N_2O$",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "When Copper reacts with concentrated Nitric acid, it acts as a strong oxidizing agent and produces Nitrogen Dioxide ($NO_2$), a reddish-brown gas.",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2019.0",
   610→   610→   "_sheet_row": 589
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "3.0",
   615→   615→   "Chapter Name": "Metals and Non-metals",
   616→   616→   "Medium": "English",
   617→   617→   "Question": "Which of the following elements is used to make the filament of electric bulbs?",
   618→   618→   "Option 1": "Iron",
   619→   619→   "Option 2": "Copper",
   620→   620→   "Option 3": "Tungsten",
   621→   621→   "Option 4": "Aluminium",
   622→   622→   "Correct Option": "3.0",
   623→   623→   "Explanation": "Tungsten (W) has a very high melting point (approx 3422°C) and high resistance, allowing it to glow without melting.",
   624→   624→   "Exam": "MP Board",
   625→   625→   "Year": "2021.0",
   626→   626→   "_sheet_row": 590
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "3.0",
   631→   631→   "Chapter Name": "Metals and Non-metals",
   632→   632→   "Medium": "English",
   633→   633→   "Question": "The ionic compound $MgCl_2$ is a solid because:",
   634→   634→   "Option 1": "It has covalent bonds",
   635→   635→   "Option 2": "It has low melting point",
   636→   636→   "Option 3": "Strong electrostatic force of attraction",
   637→   637→   "Option 4": "It is a non-metal",
   638→   638→   "Correct Option": "3.0",
   639→   639→   "Explanation": "Ionic compounds form a crystal lattice held together by strong electrostatic forces between $Mg^{2+}$ and $Cl^-$ ions, requiring high energy to break.",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2022.0",
   642→   642→   "_sheet_row": 591
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "3.0",
   647→   647→   "Chapter Name": "Metals and Non-metals",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "Which metal is protected from further corrosion by a self-protecting oxide layer?",
   650→   650→   "Option 1": "Iron",
   651→   651→   "Option 2": "Silver",
   652→   652→   "Option 3": "Aluminium",
   653→   653→   "Option 4": "Gold",
   654→   654→   "Correct Option": "3.0",
   655→   655→   "Explanation": "Aluminium reacts with oxygen to form a thin, stable layer of $Al_2O_3$ that prevents further oxygen from reaching the metal underneath.",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2017.0",
   658→   658→   "_sheet_row": 592
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "3.0",
   663→   663→   "Chapter Name": "Metals and Non-metals",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "In the electrolytic refining of Silver, the pure silver is used as:",
   666→   666→   "Option 1": "Anode",
   667→   667→   "Option 2": "Cathode",
   668→   668→   "Option 3": "Electrolyte mud",
   669→   669→   "Option 4": "Casing",
   670→   670→   "Correct Option": "2.0",
   671→   671→   "Explanation": "During refining, the thin strip of pure metal is always made the Cathode (negative), where metal ions from the solution are reduced and deposited.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2023.0",
   674→   674→   "_sheet_row": 593
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "3.0",
   679→   679→   "Chapter Name": "Metals and Non-metals",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "What is the ratio of Copper and Zinc in Brass?",
   682→   682→   "Option 1": "2 days, 22:30:00",
   683→   683→   "Option 2": "2 days, 2:50:00",
   684→   684→   "Option 3": "3 days, 18:10:00",
   685→   685→   "Option 4": "1 day, 7:10:00",
   686→   686→   "Correct Option": "1.0",
   687→   687→   "Explanation": "Brass is typically composed of roughly 70% Copper and 30% Zinc, though the ratio varies based on the desired strength.",
   688→   688→   "Exam": "",
   689→   689→   "Year": "",
   690→   690→   "_sheet_row": 594
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "3.0",
   695→   695→   "Chapter Name": "Metals and Non-metals",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "Which of the following non-metals is used for making pencil leads?",
   698→   698→   "Option 1": "Sulphur",
   699→   699→   "Option 2": "Phosphorus",
   700→   700→   "Option 3": "Graphite",
   701→   701→   "Option 4": "Nitrogen",
   702→   702→   "Correct Option": "3.0",
   703→   703→   "Explanation": "Graphite is mixed with clay to make pencil leads because it is soft and leaves a black mark on paper.",
   704→   704→   "Exam": "UP Board",
   705→   705→   "Year": "2020.0",
   706→   706→   "_sheet_row": 595
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "3.0",
   711→   711→   "Chapter Name": "Metals and Non-metals",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "Which of the following pairs of metals are refined by the process of 'Distillation'?",
   714→   714→   "Option 1": "$Cu, Ag$",
   715→   715→   "Option 2": "$Zn, Hg$",
   716→   716→   "Option 3": "$Na, K$",
   717→   717→   "Option 4": "$Fe, Ni$",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "Metals with low boiling points, like Zinc and Mercury, are refined by distillation, where the metal is evaporated and then condensed.",
   720→   720→   "Exam": "",
   721→   721→   "Year": "",
   722→   722→   "_sheet_row": 596
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "3.0",
   727→   727→   "Chapter Name": "Metals and Non-metals",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "During the enrichment of sulphide ores, 'Pine oil' is used to:",
   730→   730→   "Option 1": "Dissolve the ore",
   731→   731→   "Option 2": "Wet the gangue particles",
   732→   732→   "Option 3": "Increase the frothing",
   733→   733→   "Option 4": "Wet the ore particles",
   734→   734→   "Correct Option": "4.0",
   735→   735→   "Explanation": "In Froth Floatation, pine oil is used because it preferentially wets the sulphide ore particles, causing them to stick to air bubbles and rise as froth.",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2021.0",
   738→   738→   "_sheet_row": 597
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "3.0",
   743→   743→   "Chapter Name": "Metals and Non-metals",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "Which metal carbonate can be decomposed simply by heating without the presence of oxygen?",
   746→   746→   "Option 1": "$Na_2CO_3$",
   747→   747→   "Option 2": "$K_2CO_3$",
   748→   748→   "Option 3": "$ZnCO_3$",
   749→   749→   "Option 4": "$Li_2CO_3$",
   750→   750→   "Correct Option": "3.0",
   751→   751→   "Explanation": "Less reactive metal carbonates like Zinc Carbonate ($ZnCO_3$) decompose on heating (Calcination) to form $ZnO$ and $CO_2$. Sodium/Potassium carbonates are very stable.",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2022.0",
   754→   754→   "_sheet_row": 598
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "3.0",
   759→   759→   "Chapter Name": "Metals and Non-metals",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "An alloy 'Magnalium' contains:",
   762→   762→   "Option 1": "$Mg$ and $Al$",
   763→   763→   "Option 2": "$Mg$ and $Cu$",
   764→   764→   "Option 3": "$Al$ and $Zn$",
   765→   765→   "Option 4": "$Mg$ and $Fe$",
   766→   766→   "Correct Option": "1.0",
   767→   767→   "Explanation": "Magnalium is a light but strong alloy composed of 95% Aluminium and 5% Magnesium, used for aircraft and scientific instruments.",
   768→   768→   "Exam": "ICSE",
   769→   769→   "Year": "2019.0",
   770→   770→   "_sheet_row": 599
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "3.0",
   775→   775→   "Chapter Name": "Metals and Non-metals",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "A non-metal 'P' reacts with Oxygen to form oxide 'Q'. 'Q' dissolves in water to turn blue litmus red. 'P' is:",
   778→   778→   "Option 1": "Sodium",
   779→   779→   "Option 2": "Sulphur",
   780→   780→   "Option 3": "Magnesium",
   781→   781→   "Option 4": "Carbon Monoxide",
   782→   782→   "Correct Option": "2.0",
   783→   783→   "Explanation": "Sulphur (non-metal) forms $SO_2$ (acidic oxide). $SO_2$ reacts with water to form Sulphurous acid ($H_2SO_3$), which turns blue litmus red.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2020.0",
   786→   786→   "_sheet_row": 600
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "3.0",
   791→   791→   "Chapter Name": "Metals and Non-metals",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "What is the chemical reaction called when a more reactive metal replaces a less reactive metal in its salt solution?",
   794→   794→   "Option 1": "Combination",
   795→   795→   "Option 2": "Decomposition",
   796→   796→   "Option 3": "Displacement",
   797→   797→   "Option 4": "Neutralization",
   798→   798→   "Correct Option": "3.0",
   799→   799→   "Explanation": "This is a Displacement reaction, which follows the Reactivity Series rules.",
   800→   800→   "Exam": "Bihar Board",
   801→   801→   "Year": "2021.0",
   802→   802→   "_sheet_row": 601
   803→   803→  }
   804→   804→ ]
   805→   805→}
