     1→     1→{
     2→     2→ "batch": 8,
     3→     3→ "questions": [
   513→   513→   "Year": "2021.0",
   514→   514→   "_sheet_row": 383
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "2.0",
   519→   519→   "Chapter Name": "Acids, Bases and Salts",
   520→   520→   "Medium": "English",
   521→   521→   "Question": "Which of the following is used as a 'fixing agent' in photography?",
   522→   522→   "Option 1": "Sodium carbonate",
   523→   523→   "Option 2": "Sodium thiosulphate",
   524→   524→   "Option 3": "Sodium chloride",
   525→   525→   "Option 4": "Sodium hydroxide",
   526→   526→   "Correct Option": "2.0",
   527→   527→   "Explanation": "Sodium thiosulphate (Hypo) is used in photography to remove unexposed silver halides from the film, a process known as 'fixing'.",
   528→   528→   "Exam": "",
   529→   529→   "Year": "",
   530→   530→   "_sheet_row": 384
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "2.0",
   535→   535→   "Chapter Name": "Acids, Bases and Salts",
   536→   536→   "Medium": "English",
   537→   537→   "Question": "What is the color of phenolphthalein in soapy water?",
   538→   538→   "Option 1": "Colorless",
   539→   539→   "Option 2": "Pink",
   540→   540→   "Option 3": "Blue",
   541→   541→   "Option 4": "Yellow",
   542→   542→   "Correct Option": "2.0",
   543→   543→   "Explanation": "Soap is basic in nature. Phenolphthalein turns pink when added to any basic solution.",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2020.0",
   546→   546→   "_sheet_row": 385
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "2.0",
   551→   551→   "Chapter Name": "Acids, Bases and Salts",
   552→   552→   "Medium": "English",
   553→   553→   "Question": "Which of the following statements is true for acids?",
   554→   554→   "Option 1": "Bitter and change red litmus to blue",
   555→   555→   "Option 2": "Sour and change red litmus to blue",
   556→   556→   "Option 3": "Sour and change blue litmus to red",
   557→   557→   "Option 4": "Bitter and change blue litmus to red",
   558→   558→   "Correct Option": "3.0",
   559→   559→   "Explanation": "Acids are characterized by their sour taste and their ability to turn blue litmus paper red.",
   560→   560→   "Exam": "Bihar Board",
   561→   561→   "Year": "2021.0",
   562→   562→   "_sheet_row": 386
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "2.0",
   567→   567→   "Chapter Name": "Acids, Bases and Salts",
   568→   568→   "Medium": "English",
   569→   569→   "Question": "The chemical formula of Caustic Potash is:",
   570→   570→   "Option 1": "$NaOH$",
   571→   571→   "Option 2": "$KOH$",
   572→   572→   "Option 3": "$Ca(OH)_2$",
   573→   573→   "Option 4": "$NH_4OH$",
   574→   574→   "Correct Option": "2.0",
   575→   575→   "Explanation": "Potassium Hydroxide ($KOH$) is commonly known as Caustic Potash, similar to how Sodium Hydroxide is called Caustic Soda.",
   576→   576→   "Exam": "",
   577→   577→   "Year": "",
   578→   578→   "_sheet_row": 387
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "2.0",
   583→   583→   "Chapter Name": "Acids, Bases and Salts",
   584→   584→   "Medium": "English",
   585→   585→   "Question": "Which of the following substances can be used to remove the yellow stain of curry from a white shirt?",
   586→   586→   "Option 1": "Lemon juice",
   587→   587→   "Option 2": "Vinegar",
   588→   588→   "Option 3": "Soap",
   589→   589→   "Option 4": "Baking soda",
   590→   590→   "Correct Option": "3.0",
   591→   591→   "Explanation": "Curry contains turmeric, which is a natural indicator. Turmeric turns reddish-brown in contact with a base like soap, helping in its identification and removal.",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 388
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "2.0",
   599→   599→   "Chapter Name": "Acids, Bases and Salts",
   600→   600→   "Medium": "English",
   601→   601→   "Question": "An element 'X' reacts with dilute $H_2SO_4$ to form a salt and a gas 'Y' which burns with a 'pop' sound. 'X' is:",
   602→   602→   "Option 1": "Copper",
   603→   603→   "Option 2": "Silver",
   604→   604→   "Option 3": "Zinc",
   605→   605→   "Option 4": "Gold",
   606→   606→   "Correct Option": "3.0",
   607→   607→   "Explanation": "Zinc is more reactive than hydrogen and displaces it from acids. Copper, Silver, and Gold are below Hydrogen in the reactivity series and do not react with dilute acids.",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2019.0",
   610→   610→   "_sheet_row": 389
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "2.0",
   615→   615→   "Chapter Name": "Acids, Bases and Salts",
   616→   616→   "Medium": "English",
   617→   617→   "Question": "What is the pH of pure water at 25°C?",
   618→   618→   "Option 1": "0.0",
   619→   619→   "Option 2": "7.0",
   620→   620→   "Option 3": "14.0",
   621→   621→   "Option 4": "1.0",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "Pure water is neutral because the concentration of $H^+$ ions is equal to $OH^-$ ions, resulting in a pH of exactly 7.",
   624→   624→   "Exam": "HBSE",
   625→   625→   "Year": "2021.0",
   626→   626→   "_sheet_row": 390
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "2.0",
   631→   631→   "Chapter Name": "Acids, Bases and Salts",
   632→   632→   "Medium": "English",
   633→   633→   "Question": "Which of the following is a property of bases?",
   634→   634→   "Option 1": "Turn methyl orange red",
   635→   635→   "Option 2": "React with metals to give $CO_2$",
   636→   636→   "Option 3": "Feel soapy to touch",
   637→   637→   "Option 4": "Have a pH less than 7",
   638→   638→   "Correct Option": "3.0",
   639→   639→   "Explanation": "Bases have a characteristic slippery or soapy feel, a bitter taste, and turn red litmus blue.",
   640→   640→   "Exam": "UP Board",
   641→   641→   "Year": "2020.0",
   642→   642→   "_sheet_row": 391
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "2.0",
   647→   647→   "Chapter Name": "Acids, Bases and Salts",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "The gas evolved when Sodium Carbonate reacts with Hydrochloric acid is:",
   650→   650→   "Option 1": "Hydrogen",
   651→   651→   "Option 2": "Oxygen",
   652→   652→   "Option 3": "Carbon Dioxide",
   653→   653→   "Option 4": "Chlorine",
   654→   654→   "Correct Option": "3.0",
   655→   655→   "Explanation": "Metal carbonates react with acids to produce salt, water, and Carbon Dioxide gas.",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2023.0",
   658→   658→   "_sheet_row": 392
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "2.0",
   663→   663→   "Chapter Name": "Acids, Bases and Salts",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Which of the following is used in making \"Antacid\" tablets?",
   666→   666→   "Option 1": "$NaOH$",
   667→   667→   "Option 2": "$Mg(OH)_2$",
   668→   668→   "Option 3": "$KOH$",
   669→   669→   "Option 4": "$HCl$",
   670→   670→   "Correct Option": "2.0",
   671→   671→   "Explanation": "Magnesium Hydroxide (Milk of Magnesia) is a mild base used as an antacid to neutralize excess stomach acid.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2017.0",
   674→   674→   "_sheet_row": 393
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "2.0",
   679→   679→   "Chapter Name": "Acids, Bases and Salts",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "Identify the salt which is used to make the dough soft and spongy:",
   682→   682→   "Option 1": "$Na_2CO_3$",
   683→   683→   "Option 2": "$NaHCO_3$",
   684→   684→   "Option 3": "$NaCl$",
   685→   685→   "Option 4": "$CaCl_2$",
   686→   686→   "Correct Option": "2.0",
   687→   687→   "Explanation": "Sodium Hydrogencarbonate (Baking Soda) releases $CO_2$ when heated, which creates tiny bubbles in the dough, making it soft and spongy.",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2022.0",
   690→   690→   "_sheet_row": 394
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "2.0",
   695→   695→   "Chapter Name": "Acids, Bases and Salts",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "What is the nature of an aqueous solution of Sodium Acetate?",
   698→   698→   "Option 1": "Acidic",
   699→   699→   "Option 2": "Basic",
   700→   700→   "Option 3": "Neutral",
   701→   701→   "Option 4": "Amphoteric",
   702→   702→   "Correct Option": "2.0",
   703→   703→   "Explanation": "Sodium Acetate is a salt of a strong base ($NaOH$) and a weak acid ($CH_3COOH$), making its aqueous solution basic.",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2019.0",
   706→   706→   "_sheet_row": 395
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "2.0",
   711→   711→   "Chapter Name": "Acids, Bases and Salts",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "Which of the following is the most acidic?",
   714→   714→   "Option 1": "Gastric juice",
   715→   715→   "Option 2": "Milk",
   716→   716→   "Option 3": "Pure water",
   717→   717→   "Option 4": "Blood",
   718→   718→   "Correct Option": "1.0",
   719→   719→   "Explanation": "Gastric juice has a pH of about 1.5–3.5, which is much lower than milk (~6.5), water (7), or blood (~7.4).",
   720→   720→   "Exam": "",
   721→   721→   "Year": "",
   722→   722→   "_sheet_row": 396
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "2.0",
   727→   727→   "Chapter Name": "Acids, Bases and Salts",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "The chemical formula for 'Oil of Vitriol' is:",
   730→   730→   "Option 1": "$HCl$",
   731→   731→   "Option 2": "$HNO_3$",
   732→   732→   "Option 3": "$H_2SO_4$",
   733→   733→   "Option 4": "$H_3PO_4$",
   734→   734→   "Correct Option": "3.0",
   735→   735→   "Explanation": "Sulphuric acid was historically called Oil of Vitriol because it was prepared by distilling green vitriol (Iron sulphate).",
   736→   736→   "Exam": "",
   737→   737→   "Year": "",
   738→   738→   "_sheet_row": 397
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "2.0",
   743→   743→   "Chapter Name": "Acids, Bases and Salts",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "Which of the following is a dibasic acid?",
   746→   746→   "Option 1": "$HCl$",
   747→   747→   "Option 2": "$HNO_3$",
   748→   748→   "Option 3": "$H_2SO_4$",
   749→   749→   "Option 4": "$CH_3COOH$",
   750→   750→   "Correct Option": "3.0",
   751→   751→   "Explanation": "Sulphuric acid ($H_2SO_4$) is dibasic because one molecule of the acid can release two $H^+$ ions in an aqueous solution.",
   752→   752→   "Exam": "ICSE",
   753→   753→   "Year": "2021.0",
   754→   754→   "_sheet_row": 398
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "2.0",
   759→   759→   "Chapter Name": "Acids, Bases and Salts",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "What happens when a base reacts with a metal?",
   762→   762→   "Option 1": "Salt and Hydrogen gas are formed",
   763→   763→   "Option 2": "Salt and Water are formed",
   764→   764→   "Option 3": "Salt and Oxygen gas are formed",
   765→   765→   "Option 4": "No reaction occurs",
   766→   766→   "Correct Option": "1.0",
   767→   767→   "Explanation": "Strong bases like $NaOH$ react with certain metals like Zinc and Aluminium to produce a salt and Hydrogen gas.",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2020.0",
   770→   770→   "_sheet_row": 399
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "2.0",
   775→   775→   "Chapter Name": "Acids, Bases and Salts",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "The acid present in sour milk (curd) is:",
   778→   778→   "Option 1": "Citric acid",
   779→   779→   "Option 2": "Lactic acid",
   780→   780→   "Option 3": "Tartaric acid",
   781→   781→   "Option 4": "Oxalic acid",
   782→   782→   "Correct Option": "2.0",
   783→   783→   "Explanation": "Lactobacillus bacteria convert lactose in milk into lactic acid, which gives curd its sour taste.",
   784→   784→   "Exam": "Bihar Board",
   785→   785→   "Year": "2022.0",
   786→   786→   "_sheet_row": 400
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "2.0",
   791→   791→   "Chapter Name": "Acids, Bases and Salts",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "Which of the following is used for bleaching wood pulp in paper factories?",
   794→   794→   "Option 1": "Baking soda",
   795→   795→   "Option 2": "Chlorine",
   796→   796→   "Option 3": "Bleaching powder",
   797→   797→   "Option 4": "Sodium chloride",
   798→   798→   "Correct Option": "3.0",
   799→   799→   "Explanation": "Bleaching powder ($CaOCl_2$) is the primary agent used for bleaching cotton and linen in the textile industry and wood pulp in the paper industry.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2021.0",
   802→   802→   "_sheet_row": 401
   803→   803→  }
   804→   804→ ]
   805→   805→}
