     1→     1→{
     2→     2→ "batch": 10,
     3→     3→ "questions": [
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2023.0",
   546→   546→   "_sheet_row": 485
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "3.0",
   551→   551→   "Chapter Name": "धातु एवं अधातु",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "लोहे की भाप (Steam) के साथ लंबे समय तक अभिक्रिया करने पर लोहे का कौन सा ऑक्साइड बनता है?",
   554→   554→   "Option 1": "FeO",
   555→   555→   "Option 2": "Fe2O3",
   556→   556→   "Option 3": "Fe3O4",
   557→   557→   "Option 4": "Fe2O3 और Fe3O4",
   558→   558→   "Correct Option": "3.0",
   559→   559→   "Explanation": "लोहा भाप के साथ अभिक्रिया करके चुंबकीय आयरन ऑक्साइड ($Fe_3O_4$) बनाता है, जिसे आयरन (II, III) ऑक्साइड भी कहा जाता है।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2018.0",
   562→   562→   "_sheet_row": 486
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "3.0",
   567→   567→   "Chapter Name": "धातु एवं अधातु",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "जिंक के विद्युत अपघटनी परिष्करण (Electrolytic refining) के दौरान, यह कहाँ प्राप्त होता है?",
   570→   570→   "Option 1": "कैथोड पर जमा होता है",
   571→   571→   "Option 2": "एनोड पर जमा होता है",
   572→   572→   "Option 3": "कैथोड और एनोड दोनों पर जमा होता है",
   573→   573→   "Option 4": "विलयन में रहता है",
   574→   574→   "Correct Option": "1.0",
   575→   575→   "Explanation": "विद्युत अपघटनी परिष्करण में, शुद्ध धातु हमेशा कैथोड (ऋणात्मक इलेक्ट्रोड) पर जमा होती है, जबकि अशुद्ध धातु एनोड के रूप में कार्य करती है।",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2019.0",
   578→   578→   "_sheet_row": 487
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "3.0",
   583→   583→   "Chapter Name": "धातु एवं अधातु",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "निम्नलिखित में से कौन सी रासायनिक अभिक्रिया संभव है?",
   586→   586→   "Option 1": "MgSO4 + Fe",
   587→   587→   "Option 2": "ZnSO4 + Fe",
   588→   588→   "Option 3": "MgSO4 + Pb",
   589→   589→   "Option 4": "CuSO4 + Fe",
   590→   590→   "Correct Option": "4.0",
   591→   591→   "Explanation": "लोहा ($Fe$) तांबे ($Cu$) से अधिक अभिक्रियाशील है। अतः, यह कॉपर सल्फेट से तांबे को विस्थापित कर सकता है। लोहा मैग्नीशियम और जिंक से कम अभिक्रियाशील है।",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2022.0",
   594→   594→   "_sheet_row": 488
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "3.0",
   599→   599→   "Chapter Name": "धातु एवं अधातु",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "आमतौर पर अधातुएं चमकदार नहीं होती हैं। निम्नलिखित में से कौन सी अधातु चमकदार है?",
   602→   602→   "Option 1": "सल्फर",
   603→   603→   "Option 2": "ऑक्सीजन",
   604→   604→   "Option 3": "नाइट्रोजन",
   605→   605→   "Option 4": "आयोडीन",
   606→   606→   "Correct Option": "4.0",
   607→   607→   "Explanation": "आयोडीन एक दुर्लभ अधातु है जो चमकदार, धात्विक चमक प्रदर्शित करती है, जो सामान्य नियम का एक अपवाद है।",
   608→   608→   "Exam": "HBSE",
   609→   609→   "Year": "2020.0",
   610→   610→   "_sheet_row": 489
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "3.0",
   615→   615→   "Chapter Name": "धातु एवं अधातु",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "कार्बोनेट अयस्कों को ऑक्साइड में बदलने के लिए ऑक्सीजन की अनुपस्थिति में गर्म करने की प्रक्रिया है:",
   618→   618→   "Option 1": "भर्जन (Roasting)",
   619→   619→   "Option 2": "निस्तापन (Calcination)",
   620→   620→   "Option 3": "प्रगलन (Smelting)",
   621→   621→   "Option 4": "अपचयन",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "निस्तापन का उपयोग कार्बोनेट अयस्कों के लिए किया जाता है (बिना/सीमित हवा के गर्म करना), जबकि भर्जन का उपयोग सल्फाइड अयस्कों के लिए किया जाता है (अत्यधिक हवा के साथ गर्म करना)।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2017.0",
   626→   626→   "_sheet_row": 490
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "3.0",
   631→   631→   "Chapter Name": "धातु एवं अधातु",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "विभिन्न विधियों का उपयोग करके धातुओं को परिष्कृत किया जाता है। निम्नलिखित में से कौन सी धातुएं विद्युत अपघटनी परिष्करण द्वारा परिष्कृत की जाती हैं? (i) Au (ii) Cu (iii) Na (iv) K",
   634→   634→   "Option 1": "(i) और (ii)",
   635→   635→   "Option 2": "(i) और (iii)",
   636→   636→   "Option 3": "(ii) और (iii)",
   637→   637→   "Option 4": "(iii) और (iv)",
   638→   638→   "Correct Option": "1.0",
   639→   639→   "Explanation": "सोना ($Au$), तांबा ($Cu$), और चांदी ($Ag$) जैसी अत्यधिक मूल्यवान और व्यापक रूप से उपयोग की जाने वाली धातुओं को विद्युत अपघटनी परिष्करण विधि का उपयोग करके शुद्ध किया जाता है।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2021.0",
   642→   642→   "_sheet_row": 491
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "3.0",
   647→   647→   "Chapter Name": "धातु एवं अधातु",
   648→   648→   "Medium": "Hindi",
   649→   649→   "Question": "निम्नलिखित में से कौन सक्रियता का सही क्रम दर्शाता है?",
   650→   650→   "Option 1": "Mg > Al > Zn > Fe",
   651→   651→   "Option 2": "Al > Mg > Fe > Zn",
   652→   652→   "Option 3": "Mg > Zn > Al > Fe",
   653→   653→   "Option 4": "Fe > Zn > Al > Mg",
   654→   654→   "Correct Option": "1.0",
   655→   655→   "Explanation": "सक्रियता श्रेणी के अनुसार, इनमें मैग्नीशियम सबसे अधिक अभिक्रियाशील है, उसके बाद एल्युमीनियम, फिर जिंक और अंत में लोहा आता है।",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2022.0",
   658→   658→   "_sheet_row": 492
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "3.0",
   663→   663→   "Chapter Name": "धातु एवं अधातु",
   664→   664→   "Medium": "Hindi",
   665→   665→   "Question": "यशदलेपन (Galvanization) लोहे को जंग से बचाने की एक विधि है जिसमें किसकी पतली परत चढ़ाई जाती है?",
   666→   666→   "Option 1": "गैलियम",
   667→   667→   "Option 2": "एल्युमीनियम",
   668→   668→   "Option 3": "जस्ता (Zinc)",
   669→   669→   "Option 4": "चांदी",
   670→   670→   "Correct Option": "3.0",
   671→   671→   "Explanation": "जस्ता एक सुरक्षात्मक बाधा प्रदान करता है और 'बलिदानी सुरक्षा' (Sacrificial protection) भी प्रदान करता है क्योंकि यह लोहे से अधिक अभिक्रियाशील है।",
   672→   672→   "Exam": "Bihar Board",
   673→   673→   "Year": "2021.0",
   674→   674→   "_sheet_row": 493
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "3.0",
   679→   679→   "Chapter Name": "धातु एवं अधातु",
   680→   680→   "Medium": "Hindi",
   681→   681→   "Question": "स्टेनलेस स्टील हमारे जीवन के लिए बहुत उपयोगी सामग्री है। स्टेनलेस स्टील में लोहे के साथ क्या मिलाया जाता है?",
   682→   682→   "Option 1": "Ni और Cr",
   683→   683→   "Option 2": "Cu और Cr",
   684→   684→   "Option 3": "Ni और Cu",
   685→   685→   "Option 4": "Cu और Au",
   686→   686→   "Correct Option": "1.0",
   687→   687→   "Explanation": "स्टेनलेस स्टील लोहा, निकेल ($Ni$) और क्रोमियम ($Cr$) की एक मिश्रधातु है। क्रोमियम इसमें जंग-रोधी गुण प्रदान करता है।",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2019.0",
   690→   690→   "_sheet_row": 494
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "3.0",
   695→   695→   "Chapter Name": "धातु एवं अधातु",
   696→   696→   "Medium": "Hindi",
   697→   697→   "Question": "निम्नलिखित में से कौन सा आयनिक यौगिकों का गुण नहीं है?",
   698→   698→   "Option 1": "उच्च गलनांक और क्वथनांक",
   699→   699→   "Option 2": "जल में घुलनशीलता",
   700→   700→   "Option 3": "ठोस अवस्था में चालकता",
   701→   701→   "Option 4": "गलित अवस्था में चालकता",
   702→   702→   "Correct Option": "3.0",
   703→   703→   "Explanation": "आयनिक यौगिक केवल गलित अवस्था या जलीय विलयन में ही विद्युत का चालन करते हैं। ठोस अवस्था में, आयन जालक (Lattice) में स्थिर होते हैं और धारा ले जाने के लिए गति नहीं कर सकते।",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2018.0",
   706→   706→   "_sheet_row": 495
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "3.0",
   711→   711→   "Chapter Name": "धातु एवं अधातु",
   712→   712→   "Medium": "Hindi",
   713→   713→   "Question": "पीतल (Brass) किसकी मिश्रधातु है?",
   714→   714→   "Option 1": "तांबा और टिन",
   715→   715→   "Option 2": "तांबा और जस्ता",
   716→   716→   "Option 3": "सीसा और टिन",
   717→   717→   "Option 4": "जस्ता और टिन",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "पीतल तांबा ($Cu$) और जस्ता ($Zn$) का मिश्रण है। कांसा (Bronze) तांबा ($Cu$) और टिन ($Sn$) का मिश्रण है।",
   720→   720→   "Exam": "MP Board",
   721→   721→   "Year": "2022.0",
   722→   722→   "_sheet_row": 496
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "3.0",
   727→   727→   "Chapter Name": "धातु एवं अधातु",
   728→   728→   "Medium": "Hindi",
   729→   729→   "Question": "निम्नलिखित में से कौन सी धातुएं प्रकृति में अपनी मुक्त अवस्था में मौजूद हैं? (i) Cu (ii) Au (iii) Zn (iv) Ag",
   730→   730→   "Option 1": "(i) और (ii)",
   731→   731→   "Option 2": "(ii) और (iii)",
   732→   732→   "Option 3": "(ii) और (iv)",
   733→   733→   "Option 4": "(iii) और (iv)",
   734→   734→   "Correct Option": "3.0",
   735→   735→   "Explanation": "सोना ($Au$) और चांदी ($Ag$) बहुत कम अभिक्रियाशीलता वाली उत्कृष्ट धातुएं हैं, जिससे वे प्रकृति में अपने तात्विक (मुक्त) रूप में पाई जा सकती हैं।",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2020.0",
   738→   738→   "_sheet_row": 497
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "3.0",
   743→   743→   "Chapter Name": "धातु एवं अधातु",
   744→   744→   "Medium": "Hindi",
   745→   745→   "Question": "सल्फाइड अयस्कों को अतिरिक्त हवा की उपस्थिति में तेजी से गर्म करके ऑक्साइड में बदल दिया जाता है। यह प्रक्रिया है:",
   746→   746→   "Option 1": "भर्जन (Roasting)",
   747→   747→   "Option 2": "निस्तापन (Calcination)",
   748→   748→   "Option 3": "अपचयन",
   749→   749→   "Option 4": "परिष्करण",
   750→   750→   "Correct Option": "1.0",
   751→   751→   "Explanation": "भर्जन विशेष रूप से सल्फाइड अयस्कों का तापीय उपचार है ताकि सल्फर को $SO_2$ के रूप में हटाया जा सके और धातु ऑक्साइड प्राप्त किया जा सके।",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2023.0",
   754→   754→   "_sheet_row": 498
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "3.0",
   759→   759→   "Chapter Name": "धातु एवं अधातु",
   760→   760→   "Medium": "Hindi",
   761→   761→   "Question": "वह धातु जिसे उसके अयस्क को हवा में गर्म करके ही निकाला जा सकता है:",
   762→   762→   "Option 1": "सोडियम",
   763→   763→   "Option 2": "एल्युमीनियम",
   764→   764→   "Option 3": "पारा (Mercury)",
   765→   765→   "Option 4": "मैग्नीशियम",
   766→   766→   "Correct Option": "3.0",
   767→   767→   "Explanation": "पारा सक्रियता श्रेणी में नीचे है। इसके अयस्क, सिनाबार ($HgS$), को केवल भर्जन द्वारा तरल पारे में अपचयित किया जा सकता है।",
   768→   768→   "Exam": "HBSE",
   769→   769→   "Year": "2021.0",
   770→   770→   "_sheet_row": 499
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "3.0",
   775→   775→   "Chapter Name": "धातु एवं अधातु",
   776→   776→   "Medium": "Hindi",
   777→   777→   "Question": "एक मिश्रधातु जिसमें पारा (Mercury) इसके घटकों में से एक के रूप में होता है, कहलाती है:",
   778→   778→   "Option 1": "सोल्डर",
   779→   779→   "Option 2": "स्टेनलेस स्टील",
   780→   780→   "Option 3": "अमलगम (Amalgam)",
   781→   781→   "Option 4": "पीतल",
   782→   782→   "Correct Option": "3.0",
   783→   783→   "Explanation": "किसी अन्य धातु के साथ पारे की मिश्रधातु को विशेष रूप से अमलगम कहा जाता है (जैसे, सोडियम अमलगम या दंत अमलगम)।",
   784→   784→   "Exam": "UP Board",
   785→   785→   "Year": "2019.0",
   786→   786→   "_sheet_row": 500
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "3.0",
   791→   791→   "Chapter Name": "धातु एवं अधातु",
   792→   792→   "Medium": "Hindi",
   793→   793→   "Question": "निम्नलिखित में से कौन सी धातु उच्च तापमान पर भी जल के साथ अभिक्रिया नहीं करती है?",
   794→   794→   "Option 1": "Mg",
   795→   795→   "Option 2": "Al",
   796→   796→   "Option 3": "Fe",
   797→   797→   "Option 4": "Au",
   798→   798→   "Correct Option": "4.0",
   799→   799→   "Explanation": "सोना ($Au$) रासायनिक रूप से निष्क्रिय है और किसी भी तापमान पर जल या भाप के साथ अभिक्रिया नहीं करता है।",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2022.0",
   802→   802→   "_sheet_row": 501
   803→   803→  }
   804→   804→ ]
   805→   805→}
