     1→     1→{
     2→     2→ "batch": 4,
     3→     3→ "questions": [
   498→   498→   "_sheet_row": 182
   499→   499→  },
   500→   500→  {
   501→   501→   "Subject": "Science",
   502→   502→   "Chapter No.": "1.0",
   503→   503→   "Chapter Name": "Chemical Reactions and Equations",
   504→   504→   "Medium": "English",
   505→   505→   "Question": "Which of the following reactions represents a disproportionation reaction (a type of redox where the same element is both oxidized and reduced)?",
   506→   506→   "Option 1": "$2H_2O_2 \\rightarrow 2H_2O + O_2$",
   507→   507→   "Option 2": "$CaCO_3 \\rightarrow CaO + CO_2$",
   508→   508→   "Option 3": "$CuO + H_2 \\rightarrow Cu + H_2O$",
   509→   509→   "Option 4": "$S + O_2 \\rightarrow SO_2$",
   510→   510→   "Correct Option": "1.0",
   511→   511→   "Explanation": "In $H_2O_2$, Oxygen is in the -1 oxidation state. In $H_2O$, it is -2 (reduced), and in $O_2$, it is 0 (oxidized). Thus, the same element is both oxidized and reduced.",
   512→   512→   "Exam": "",
   513→   513→   "Year": "",
   514→   514→   "_sheet_row": 183
   515→   515→  },
   516→   516→  {
   517→   517→   "Subject": "Science",
   518→   518→   "Chapter No.": "1.0",
   519→   519→   "Chapter Name": "Chemical Reactions and Equations",
   520→   520→   "Medium": "English",
   521→   521→   "Question": "The balancing of the equation $xP + yO_2 \\rightarrow zP_4O_{10}$ results in the values of x, y, and z as:",
   522→   522→   "Option 1": "2001-05-04T00:00:00",
   523→   523→   "Option 2": "2004-05-01T00:00:00",
   524→   524→   "Option 3": "2001-10-04T00:00:00",
   525→   525→   "Option 4": "2002-10-08T00:00:00",
   526→   526→   "Correct Option": "1.0",
   527→   527→   "Explanation": "To balance: 4 Phosphorus atoms on the right need $x=4$ on the left. 10 Oxygen atoms on the right need $5 \\times 2 = 10$ on the left ($y=5$). So, 4, 5, 1.",
   528→   528→   "Exam": "",
   529→   529→   "Year": "",
   530→   530→   "_sheet_row": 184
   531→   531→  },
   532→   532→  {
   533→   533→   "Subject": "Science",
   534→   534→   "Chapter No.": "1.0",
   535→   535→   "Chapter Name": "Chemical Reactions and Equations",
   536→   536→   "Medium": "English",
   537→   537→   "Question": "A shiny brown colored element 'X' on heating in air becomes black in color. If hydrogen gas is passed over this black material, it regains its original color. 'X' and the black material are:",
   538→   538→   "Option 1": "$Fe, Fe_2O_3$",
   539→   539→   "Option 2": "$Cu, CuO$",
   540→   540→   "Option 3": "$Mg, MgO$",
   541→   541→   "Option 4": "$Al, Al_2O_3$",
   542→   542→   "Correct Option": "2.0",
   543→   543→   "Explanation": "Copper ($X$) is brown. When heated, it forms Black Copper (II) Oxide. Passing $H_2$ over $CuO$ reduces it back to brown Copper: $CuO + H_2 \\rightarrow Cu + H_2O$.",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2020.0",
   546→   546→   "_sheet_row": 185
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "1.0",
   551→   551→   "Chapter Name": "Chemical Reactions and Equations",
   552→   552→   "Medium": "English",
   553→   553→   "Question": "What is the coefficient of $NH_3$ in the balanced equation: $NH_3 + O_2 \\rightarrow NO + H_2O$?",
   554→   554→   "Option 1": "2.0",
   555→   555→   "Option 2": "4.0",
   556→   556→   "Option 3": "5.0",
   557→   557→   "Option 4": "6.0",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "The balanced equation is $4NH_3 + 5O_2 \\rightarrow 4NO + 6H_2O$. The coefficient for $NH_3$ is 4.",
   560→   560→   "Exam": "",
   561→   561→   "Year": "",
   562→   562→   "_sheet_row": 186
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "1.0",
   567→   567→   "Chapter Name": "Chemical Reactions and Equations",
   568→   568→   "Medium": "English",
   569→   569→   "Question": "A dilute ferrous sulphate solution was added to a beaker containing acidified potassium dichromate solution. The orange color of the solution turns:",
   570→   570→   "Option 1": "Yellow",
   571→   571→   "Option 2": "Colorless",
   572→   572→   "Option 3": "Green",
   573→   573→   "Option 4": "Pink",
   574→   574→   "Correct Option": "3.0",
   575→   575→   "Explanation": "Acidified potassium dichromate ($K_2Cr_2O_7$) is an oxidizing agent. It oxidizes $Fe^{2+}$ to $Fe^{3+}$ and is itself reduced to $Cr^{3+}$ ions, which are green in color.",
   576→   576→   "Exam": "CBSE",
   577→   577→   "Year": "2023.0",
   578→   578→   "_sheet_row": 187
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "1.0",
   583→   583→   "Chapter Name": "Chemical Reactions and Equations",
   584→   584→   "Medium": "English",
   585→   585→   "Question": "When $SO_2$ gas is passed through acidified $K_2Cr_2O_7$ solution, the oxidation state of Chromium changes from:",
   586→   586→   "Option 1": "(+)2 to (+) 6",
   587→   587→   "Option 2": "(+)3 to +6",
   588→   588→   "Option 3": "(+)6 to +3",
   589→   589→   "Option 4": "(+)2 to +4",
   590→   590→   "Correct Option": "3.0",
   591→   591→   "Explanation": "In $K_2Cr_2O_7$, Cr is in the +6 state. After the redox reaction with $SO_2$ (a reducing agent), it forms Chromium Sulphate where Cr is in the +3 state.",
   592→   592→   "Exam": "",
   593→   593→   "Year": "",
   594→   594→   "_sheet_row": 188
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "1.0",
   599→   599→   "Chapter Name": "Chemical Reactions and Equations",
   600→   600→   "Medium": "English",
   601→   601→   "Question": "$Zn + 2AgNO_3 \\rightarrow Zn(NO_3)_2 + 2Ag$. In this reaction, which species is being oxidized?",
   602→   602→   "Option 1": "$Ag^+$",
   603→   603→   "Option 2": "$Zn$",
   604→   604→   "Option 3": "$NO_3^-$",
   605→   605→   "Option 4": "$Ag$",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "Zinc ($Zn$) loses two electrons to become $Zn^{2+}$ in Zinc Nitrate. Loss of electrons is oxidation.",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2019.0",
   610→   610→   "_sheet_row": 189
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "1.0",
   615→   615→   "Chapter Name": "Chemical Reactions and Equations",
   616→   616→   "Medium": "English",
   617→   617→   "Question": "Which of the following is a \"Thermite Reaction\"?",
   618→   618→   "Option 1": "$C + O_2 \\rightarrow CO_2$",
   619→   619→   "Option 2": "$Fe_2O_3 + 2Al \\rightarrow 2Fe + Al_2O_3$",
   620→   620→   "Option 3": "$NaOH + HCl \\rightarrow NaCl + H_2O$",
   621→   621→   "Option 4": "$2H_2 + O_2 \\rightarrow 2H_2O$",
   622→   622→   "Correct Option": "2.0",
   623→   623→   "Explanation": "The reaction of Iron (III) oxide with Aluminium powder is highly exothermic and produces molten iron. It is used to join railway tracks.",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2021.0",
   626→   626→   "_sheet_row": 190
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "1.0",
   631→   631→   "Chapter Name": "Chemical Reactions and Equations",
   632→   632→   "Medium": "English",
   633→   633→   "Question": "A substance added to food containing fats and oils is called an antioxidant. It acts as a:",
   634→   634→   "Option 1": "Oxidizing agent",
   635→   635→   "Option 2": "Reducing agent",
   636→   636→   "Option 3": "Catalyst",
   637→   637→   "Option 4": "Dehydrating agent",
   638→   638→   "Correct Option": "2.0",
   639→   639→   "Explanation": "Antioxidants prevent oxidation of food by themselves getting oxidized. Thus, they act as reducing agents.",
   640→   640→   "Exam": "",
   641→   641→   "Year": "",
   642→   642→   "_sheet_row": 191
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "1.0",
   647→   647→   "Chapter Name": "Chemical Reactions and Equations",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "When lead nitrate powder is heated, the residue left is yellow when hot and white when cold. This residue is:",
   650→   650→   "Option 1": "$Pb(NO_3)_2$",
   651→   651→   "Option 2": "$PbO$",
   652→   652→   "Option 3": "$PbO_2$",
   653→   653→   "Option 4": "$Pb$",
   654→   654→   "Correct Option": "2.0",
   655→   655→   "Explanation": "Lead (II) Oxide ($PbO$) is the solid residue left after the thermal decomposition of lead nitrate. It shows this characteristic color change upon cooling.",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2017.0",
   658→   658→   "_sheet_row": 192
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "1.0",
   663→   663→   "Chapter Name": "Chemical Reactions and Equations",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Which of the following is NOT a balanced equation?",
   666→   666→   "Option 1": "$Mg + O_2 \\rightarrow MgO$",
   667→   667→   "Option 2": "$H_2 + Cl_2 \\rightarrow 2HCl$",
   668→   668→   "Option 3": "$2H_2 + O_2 \\rightarrow 2H_2O$",
   669→   669→   "Option 4": "$Zn + H_2SO_4 \\rightarrow ZnSO_4 + H_2$",
   670→   670→   "Correct Option": "1.0",
   671→   671→   "Explanation": "The first equation has 2 Oxygen atoms on the left but only 1 on the right. The correct balanced form is $2Mg + O_2 \\rightarrow 2MgO$.",
   672→   672→   "Exam": "",
   673→   673→   "Year": "",
   674→   674→   "_sheet_row": 193
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "1.0",
   679→   679→   "Chapter Name": "Chemical Reactions and Equations",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "The reaction $BaCl_2 + Na_2SO_4 \\rightarrow BaSO_4 + 2NaCl$ is an example of:",
   682→   682→   "Option 1": "Displacement reaction",
   683→   683→   "Option 2": "Precipitation reaction",
   684→   684→   "Option 3": "Double displacement reaction",
   685→   685→   "Option 4": "Both 2 and 3",
   686→   686→   "Correct Option": "4.0",
   687→   687→   "Explanation": "It is a double displacement reaction because of the exchange of ions, and a precipitation reaction because an insoluble white solid ($BaSO_4$) is formed.",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2022.0",
   690→   690→   "_sheet_row": 194
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "1.0",
   695→   695→   "Chapter Name": "Chemical Reactions and Equations",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "An element 'A' on exposure to moist air forms a reddish-brown coating. This process is called:",
   698→   698→   "Option 1": "Rancidity",
   699→   699→   "Option 2": "Corrosion",
   700→   700→   "Option 3": "Hydrogenation",
   701→   701→   "Option 4": "Reduction",
   702→   702→   "Correct Option": "2.0",
   703→   703→   "Explanation": "Iron ('A') reacts with oxygen and moisture to form rust (reddish-brown). This gradual destruction of metal is called corrosion.",
   704→   704→   "Exam": "CBSE",
   705→   705→   "Year": "2018.0",
   706→   706→   "_sheet_row": 195
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "1.0",
   711→   711→   "Chapter Name": "Chemical Reactions and Equations",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "The oxidation of glucose in the cells of our body is:",
   714→   714→   "Option 1": "Endothermic",
   715→   715→   "Option 2": "Exothermic",
   716→   716→   "Option 3": "A physical change",
   717→   717→   "Option 4": "A photochemical change",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "Respiration (oxidation of glucose) releases energy in the form of ATP and heat, making it an exothermic biochemical reaction.",
   720→   720→   "Exam": "UP Board",
   721→   721→   "Year": "2020.0",
   722→   722→   "_sheet_row": 196
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "1.0",
   727→   727→   "Chapter Name": "Chemical Reactions and Equations",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "During the reaction of lead with copper chloride: $Pb + CuCl_2 \\rightarrow PbCl_2 + Cu$, Lead is:",
   730→   730→   "Option 1": "More reactive than copper",
   731→   731→   "Option 2": "Less reactive than copper",
   732→   732→   "Option 3": "Equally reactive",
   733→   733→   "Option 4": "Not a metal",
   734→   734→   "Correct Option": "1.0",
   735→   735→   "Explanation": "A more reactive metal displaces a less reactive one. Since Lead displaces Copper, Lead is higher in the reactivity series than Copper.",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2019.0",
   738→   738→   "_sheet_row": 197
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "1.0",
   743→   743→   "Chapter Name": "Chemical Reactions and Equations",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "Which of the following is a balanced equation for the reaction of lead nitrate and potassium iodide?",
   746→   746→   "Option 1": "$Pb(NO_3)_2 + KI \\rightarrow PbI_2 + KNO_3$",
   747→   747→   "Option 2": "$Pb(NO_3)_2 + 2KI \\rightarrow PbI_2 + 2KNO_3$",
   748→   748→   "Option 3": "$2Pb(NO_3)_2 + KI \\rightarrow 2PbI_2 + KNO_3$",
   749→   749→   "Option 4": "$Pb(NO_3)_2 + 2KI \\rightarrow PbI_2 + KNO_2$",
   750→   750→   "Correct Option": "2.0",
   751→   751→   "Explanation": "The balanced equation requires 2 moles of $KI$ to provide 2 Iodide ions for $PbI_2$ and 2 Potassium ions for the 2 Nitrate ions.",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2021.0",
   754→   754→   "_sheet_row": 198
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "1.0",
   759→   759→   "Chapter Name": "Chemical Reactions and Equations",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "What is the chemical formula of the green coating formed on silver articles?",
   762→   762→   "Option 1": "$Ag_2O$",
   763→   763→   "Option 2": "$Ag_2S$",
   764→   764→   "Option 3": "$AgCl$",
   765→   765→   "Option 4": "$AgNO_3$",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "Silver reacts with Hydrogen Sulphide in the air to form a black (sometimes appearing dark green/tarnished) coating of Silver Sulphide. (Note: Usually black, but \"tarnish\" is the key concept).",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2023.0",
   770→   770→   "_sheet_row": 199
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "1.0",
   775→   775→   "Chapter Name": "Chemical Reactions and Equations",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "The reaction of Zinc with Silver Nitrate is a:",
   778→   778→   "Option 1": "Combination reaction",
   779→   779→   "Option 2": "Decomposition reaction",
   780→   780→   "Option 3": "Displacement reaction",
   781→   781→   "Option 4": "Double displacement reaction",
   782→   782→   "Correct Option": "3.0",
   783→   783→   "Explanation": "Zinc displaces Silver from Silver Nitrate because Zinc is more reactive.",
   784→   784→   "Exam": "HBSE",
   785→   785→   "Year": "2021.0",
   786→   786→   "_sheet_row": 200
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "1.0",
   791→   791→   "Chapter Name": "Chemical Reactions and Equations",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "When Manganese dioxide reacts with Hydrochloric acid, the gas evolved is:",
   794→   794→   "Option 1": "Hydrogen",
   795→   795→   "Option 2": "Oxygen",
   796→   796→   "Option 3": "Chlorine",
   797→   797→   "Option 4": "Nitrogen dioxide",
   798→   798→   "Correct Option": "3.0",
   799→   799→   "Explanation": "$MnO_2 + 4HCl \\rightarrow MnCl_2 + 2H_2O + Cl_2$. The evolution of Chlorine gas is a key observation in this redox reaction.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2022.0",
   802→   802→   "_sheet_row": 201
   803→   803→  }
   804→   804→ ]
   805→   805→}
