     1→     1→{
     2→     2→ "batch": 1,
     3→     3→ "questions": [
   571→   571→   "Option 2": "जाति-उद्भवन (Speciation)",
   572→   572→   "Option 3": "संकरण",
   573→   573→   "Option 4": "आनुवंशिक विचलन",
   574→   574→   "Correct Option": "2.0",
   575→   575→   "Explanation": "जाति-उद्भवन वह विकासवादी प्रक्रिया है जिसके द्वारा आबादी विकसित होकर अलग प्रजातियां बन जाती है।",
   576→   576→   "Exam": "Bihar Board",
   577→   577→   "Year": "2021.0",
   578→   578→   "_sheet_row": 37
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "13.0",
   583→   583→   "Chapter Name": "विद्युत धारा के चुंबकीय प्रभाव",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "विद्युत धारा उत्पन्न करने वाली युक्ति को क्या कहते हैं?",
   586→   586→   "Option 1": "जनित्र (Generator)",
   587→   587→   "Option 2": "गैल्वेनोमीटर",
   588→   588→   "Option 3": "एमीटर",
   589→   589→   "Option 4": "मोटर",
   590→   590→   "Correct Option": "1.0",
   591→   591→   "Explanation": "विद्युत जनित्र विद्युत चुंबकीय प्रेरण के आधार पर यांत्रिक ऊर्जा को विद्युत ऊर्जा में परिवर्तित करता है।",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2018.0",
   594→   594→   "_sheet_row": 38
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "13.0",
   599→   599→   "Chapter Name": "विद्युत धारा के चुंबकीय प्रभाव",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "किसी छड़ चुंबक के भीतर चुंबकीय क्षेत्र रेखाओं की दिशा क्या होती है?",
   602→   602→   "Option 1": "उत्तर से दक्षिण",
   603→   603→   "Option 2": "दक्षिण से उत्तर",
   604→   604→   "Option 3": "पश्चिम से पूर्व",
   605→   605→   "Option 4": "पूर्व से पश्चिम",
   606→   606→   "Correct Option": "2.0",
   607→   607→   "Explanation": "चुंबक के बाहर रेखाएं उत्तर से दक्षिण जाती हैं, लेकिन चुंबक के भीतर वे दक्षिण से उत्तर की ओर जाकर अपना लूप पूरा करती हैं।",
   608→   608→   "Exam": "CBSE",
   609→   609→   "Year": "2022.0",
   610→   610→   "_sheet_row": 39
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "15.0",
   615→   615→   "Chapter Name": "हमारा पर्यावरण",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "एक खाद्य श्रृंखला में, तीसरा पोषी स्तर (Trophic level) हमेशा किसके द्वारा ग्रहण किया जाता है?",
   618→   618→   "Option 1": "मांसाहारी",
   619→   619→   "Option 2": "शाकाहारी",
   620→   620→   "Option 3": "अपघटक",
   621→   621→   "Option 4": "उत्पादक",
   622→   622→   "Correct Option": "1.0",
   623→   623→   "Explanation": "उत्पादक पहले स्तर पर, शाकाहारी दूसरे स्तर पर और शाकाहारियों को खाने वाले मांसाहारी तीसरे पोषी स्तर पर होते हैं।",
   624→   624→   "Exam": "",
   625→   625→   "Year": "",
   626→   626→   "_sheet_row": 40
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "2.0",
   631→   631→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "कठोर जल को मृदु करने के लिए निम्नलिखित में से किसका उपयोग किया जाता है?",
   634→   634→   "Option 1": "बेकिंग सोडा",
   635→   635→   "Option 2": "धोने का सोडा",
   636→   636→   "Option 3": "विरंजक चूर्ण",
   637→   637→   "Option 4": "प्लास्टर ऑफ पेरिस",
   638→   638→   "Correct Option": "2.0",
   639→   639→   "Explanation": "सोडियम कार्बोनेट (धोने का सोडा) का उपयोग जल की स्थायी कठोरता को दूर करने के लिए किया जाता है।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2021.0",
   642→   642→   "_sheet_row": 41
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "1.0",
   647→   647→   "Chapter Name": "Chemical Reactions and Equations",
   648→   648→   "Medium": "English",
   649→   649→   "Question": "Electrolysis of water is a decomposition reaction. The mole ratio of hydrogen and oxygen gases liberated during electrolysis of water is:",
   650→   650→   "Option 1": "1:1",
   651→   651→   "Option 2": "2:1",
   652→   652→   "Option 3": "4:1",
   653→   653→   "Option 4": "1:2",
   654→   654→   "Correct Option": "2.0",
   655→   655→   "Explanation": "During the electrolysis of water ($2H_2O \\rightarrow 2H_2 + O_2$), two moles of hydrogen gas are produced for every one mole of oxygen gas.",
   656→   656→   "Exam": "CBSE",
   657→   657→   "Year": "2020.0",
   658→   658→   "_sheet_row": 42
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "1.0",
   663→   663→   "Chapter Name": "Chemical Reactions and Equations",
   664→   664→   "Medium": "English",
   665→   665→   "Question": "Which of the following is an endothermic process?",
   666→   666→   "Option 1": "Dilution of sulphuric acid",
   667→   667→   "Option 2": "Sublimation of dry ice",
   668→   668→   "Option 3": "Condensation of water vapours",
   669→   669→   "Option 4": "Respiration",
   670→   670→   "Correct Option": "2.0",
   671→   671→   "Explanation": "Sublimation of dry ice (solid $CO_2$ to gas) requires the absorption of heat from the surroundings, making it an endothermic process.",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2023.0",
   674→   674→   "_sheet_row": 43
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "1.0",
   679→   679→   "Chapter Name": "Chemical Reactions and Equations",
   680→   680→   "Medium": "English",
   681→   681→   "Question": "A substance 'X' is used in white washing. What is 'X'?",
   682→   682→   "Option 1": "Calcium oxide",
   683→   683→   "Option 2": "Calcium hydroxide",
   684→   684→   "Option 3": "Calcium carbonate",
   685→   685→   "Option 4": "Calcium sulphate",
   686→   686→   "Correct Option": "1.0",
   687→   687→   "Explanation": "Calcium oxide (Quicklime), or CaO, reacts vigorously with water to form calcium hydroxide which is used for white washing walls.",
   688→   688→   "Exam": "CBSE",
   689→   689→   "Year": "2019.0",
   690→   690→   "_sheet_row": 44
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "1.0",
   695→   695→   "Chapter Name": "Chemical Reactions and Equations",
   696→   696→   "Medium": "English",
   697→   697→   "Question": "Chemically, rust is:",
   698→   698→   "Option 1": "Hydrated Ferrous Oxide",
   699→   699→   "Option 2": "Only Ferric Oxide",
   700→   700→   "Option 3": "Hydrated Ferric Oxide",
   701→   701→   "Option 4": "None of these",
   702→   702→   "Correct Option": "3.0",
   703→   703→   "Explanation": "Rust is chemically known as hydrated ferric oxide, with the formula $Fe_2O_3 \\cdot xH_2O$.",
   704→   704→   "Exam": "HBSE",
   705→   705→   "Year": "2022.0",
   706→   706→   "_sheet_row": 45
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "1.0",
   711→   711→   "Chapter Name": "Chemical Reactions and Equations",
   712→   712→   "Medium": "English",
   713→   713→   "Question": "The reaction $Fe_2O_3 + 2Al \\rightarrow Al_2O_3 + 2Fe$ is an example of a:",
   714→   714→   "Option 1": "Combination reaction",
   715→   715→   "Option 2": "Double displacement reaction",
   716→   716→   "Option 3": "Decomposition reaction",
   717→   717→   "Option 4": "Displacement reaction",
   718→   718→   "Correct Option": "4.0",
   719→   719→   "Explanation": "Since Aluminium is more reactive than Iron, it displaces Iron from its oxide. This is a displacement (and specifically, a thermite) reaction.",
   720→   720→   "Exam": "CBSE",
   721→   721→   "Year": "2017.0",
   722→   722→   "_sheet_row": 46
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "1.0",
   727→   727→   "Chapter Name": "Chemical Reactions and Equations",
   728→   728→   "Medium": "English",
   729→   729→   "Question": "What is the color of the precipitate formed when Lead Nitrate solution is added to Potassium Iodide solution?",
   730→   730→   "Option 1": "White",
   731→   731→   "Option 2": "Yellow",
   732→   732→   "Option 3": "Blue",
   733→   733→   "Option 4": "Red",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "A double displacement reaction occurs, forming a bright yellow precipitate of Lead Iodide ($PbI_2$).",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2020.0",
   738→   738→   "_sheet_row": 47
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "1.0",
   743→   743→   "Chapter Name": "Chemical Reactions and Equations",
   744→   744→   "Medium": "English",
   745→   745→   "Question": "Which of the following gases can be used for the storage of fresh sample of an oil for a long time?",
   746→   746→   "Option 1": "Carbon dioxide or oxygen",
   747→   747→   "Option 2": "Nitrogen or oxygen",
   748→   748→   "Option 3": "Carbon dioxide or helium",
   749→   749→   "Option 4": "Helium or nitrogen",
   750→   750→   "Correct Option": "4.0",
   751→   751→   "Explanation": "Inert gases like Helium or Nitrogen prevent oxidation (rancidity) of fats and oils by creating an oxygen-free environment.",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2018.0",
   754→   754→   "_sheet_row": 48
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "1.0",
   759→   759→   "Chapter Name": "Chemical Reactions and Equations",
   760→   760→   "Medium": "English",
   761→   761→   "Question": "Fatty foods become rancid due to the process of:",
   762→   762→   "Option 1": "Oxidation",
   763→   763→   "Option 2": "Reduction",
   764→   764→   "Option 3": "Corrosion",
   765→   765→   "Option 4": "Hydrogenation",
   766→   766→   "Correct Option": "1.0",
   767→   767→   "Explanation": "Rancidity is the process of slow oxidation of oil and fat present in food materials, resulting in a change in smell and taste.",
   768→   768→   "Exam": "UP Board",
   769→   769→   "Year": "2020.0",
   770→   770→   "_sheet_row": 49
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "1.0",
   775→   775→   "Chapter Name": "Chemical Reactions and Equations",
   776→   776→   "Medium": "English",
   777→   777→   "Question": "When Magnesium ribbon is burnt in air, the ash formed is:",
   778→   778→   "Option 1": "Black",
   779→   779→   "Option 2": "White",
   780→   780→   "Option 3": "Yellow",
   781→   781→   "Option 4": "Pink",
   782→   782→   "Correct Option": "2.0",
   783→   783→   "Explanation": "Magnesium reacts with Oxygen in the air to form Magnesium Oxide ($MgO$), which is a white powder.",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2023.0",
   786→   786→   "_sheet_row": 50
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "1.0",
   791→   791→   "Chapter Name": "Chemical Reactions and Equations",
   792→   792→   "Medium": "English",
   793→   793→   "Question": "Which of the following are exothermic processes? (i) Reaction of water with quick lime (ii) Dilution of an acid (iii) Evaporation of water (iv) Sublimation of camphor (crystals)",
   794→   794→   "Option 1": "(i) and (ii)",
   795→   795→   "Option 2": "(ii) and (iii)",
   796→   796→   "Option 3": "(i) and (iv)",
   797→   797→   "Option 4": "(iii) and (iv)",
   798→   798→   "Correct Option": "1.0",
   799→   799→   "Explanation": "Both the reaction of water with quick lime and the dilution of a concentrated acid release a significant amount of heat energy.",
   800→   800→   "Exam": "CBSE",
   801→   801→   "Year": "2021.0",
   802→   802→   "_sheet_row": 51
   803→   803→  }
   804→   804→ ]
   805→   805→}
