     1→     1→{
     2→     2→ "batch": 6,
     3→     3→ "questions": [
   541→   541→   "Option 4": "(ii) और (iv)",
   542→   542→   "Correct Option": "4.0",
   543→   543→   "Explanation": "pH स्केल $H^+$ सांद्रता के व्युत्क्रमानुपाती होता है। उच्च pH का अर्थ है कम $H^+$ (दुर्बल अम्ल) और कम pH का अर्थ है उच्च $H^+$ (दुर्बल क्षारक/प्रबल अम्ल)।",
   544→   544→   "Exam": "CBSE",
   545→   545→   "Year": "2021.0",
   546→   546→   "_sheet_row": 285
   547→   547→  },
   548→   548→  {
   549→   549→   "Subject": "Science",
   550→   550→   "Chapter No.": "2.0",
   551→   551→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   552→   552→   "Medium": "Hindi",
   553→   553→   "Question": "कॉपर सल्फेट के क्रिस्टल को परखनली में गर्म करने पर वे बदल जाते हैं:",
   554→   554→   "Option 1": "नीले से हरे में",
   555→   555→   "Option 2": "नीले से सफेद में",
   556→   556→   "Option 3": "सफेद से नीले में",
   557→   557→   "Option 4": "नीले से काले में",
   558→   558→   "Correct Option": "2.0",
   559→   559→   "Explanation": "जलयोजित कॉपर सल्फेट ($CuSO_4 \\cdot 5H_2O$) नीला होता है। गर्म करने पर यह अपना क्रिस्टलन का जल खो देता है और निर्जल कॉपर सल्फेट ($CuSO_4$) बन जाता है, जो सफेद होता है।",
   560→   560→   "Exam": "CBSE",
   561→   561→   "Year": "2018.0",
   562→   562→   "_sheet_row": 286
   563→   563→  },
   564→   564→  {
   565→   565→   "Subject": "Science",
   566→   566→   "Chapter No.": "2.0",
   567→   567→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   568→   568→   "Medium": "Hindi",
   569→   569→   "Question": "मधुमक्खी के डंक के उपचार के लिए निम्नलिखित में से किसका उपयोग किया जाता है?",
   570→   570→   "Option 1": "सिरका",
   571→   571→   "Option 2": "नींबू का रस",
   572→   572→   "Option 3": "बेकिंग सोडा",
   573→   573→   "Option 4": "हाइड्रोक्लोरिक अम्ल",
   574→   574→   "Correct Option": "3.0",
   575→   575→   "Explanation": "मधुमक्खी का डंक अम्लीय (मेथेनोइक अम्ल) होता है। बेकिंग सोडा ($NaHCO_3$) जैसा हल्का क्षारक लगाने से अम्ल उदासीन हो जाता है और राहत मिलती है।",
   576→   576→   "Exam": "UP Board",
   577→   577→   "Year": "2020.0",
   578→   578→   "_sheet_row": 287
   579→   579→  },
   580→   580→  {
   581→   581→   "Subject": "Science",
   582→   582→   "Chapter No.": "2.0",
   583→   583→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   584→   584→   "Medium": "Hindi",
   585→   585→   "Question": "एक विलयन कुचले हुए अंडे के छिलकों के साथ अभिक्रिया करके एक गैस देता है जो चूने के पानी को दूधिया कर देती है। विलयन में है:",
   586→   586→   "Option 1": "$NaCl$",
   587→   587→   "Option 2": "$HCl$",
   588→   588→   "Option 3": "$LiCl$",
   589→   589→   "Option 4": "$KCl$",
   590→   590→   "Correct Option": "2.0",
   591→   591→   "Explanation": "अंडे के छिलके कैल्शियम कार्बोनेट ($CaCO_3$) से बने होते हैं। यह $HCl$ के साथ अभिक्रिया करके $CO_2$ गैस छोड़ता है, जो चूने के पानी को दूधिया कर देती है।",
   592→   592→   "Exam": "CBSE",
   593→   593→   "Year": "2023.0",
   594→   594→   "_sheet_row": 288
   595→   595→  },
   596→   596→  {
   597→   597→   "Subject": "Science",
   598→   598→   "Chapter No.": "2.0",
   599→   599→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   600→   600→   "Medium": "Hindi",
   601→   601→   "Question": "निम्नलिखित में से कौन सा एक प्रबल क्षारक है?",
   602→   602→   "Option 1": "$NH_4OH$",
   603→   603→   "Option 2": "$Ca(OH)_2$",
   604→   604→   "Option 3": "$NaOH$",
   605→   605→   "Option 4": "$Mg(OH)_2$",
   606→   606→   "Correct Option": "3.0",
   607→   607→   "Explanation": "सोडियम हाइड्रॉक्साइड ($NaOH$) एक प्रबल क्षारक है क्योंकि यह जलीय विलयन में पूरी तरह से आयनों में वियोजित हो जाता है।",
   608→   608→   "Exam": "Bihar Board",
   609→   609→   "Year": "2021.0",
   610→   610→   "_sheet_row": 289
   611→   611→  },
   612→   612→  {
   613→   613→   "Subject": "Science",
   614→   614→   "Chapter No.": "2.0",
   615→   615→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   616→   616→   "Medium": "Hindi",
   617→   617→   "Question": "एक बगीचे की मिट्टी का pH 4.5 है। इसे पौधों की वृद्धि के लिए उपयुक्त बनाने के लिए कौन सा पदार्थ मिलाया जाना चाहिए?",
   618→   618→   "Option 1": "सल्फर पाउडर",
   619→   619→   "Option 2": "सिरका",
   620→   620→   "Option 3": "बिना बुझा चूना",
   621→   621→   "Option 4": "साधारण नमक",
   622→   622→   "Correct Option": "3.0",
   623→   623→   "Explanation": "मिट्टी बहुत अम्लीय (pH 4.5) है। बिना बुझा चूना (कैल्शियम ऑक्साइड, $CaO$) क्षारीय होता है और मिट्टी की अम्लता को उदासीन कर देगा।",
   624→   624→   "Exam": "CBSE",
   625→   625→   "Year": "2022.0",
   626→   626→   "_sheet_row": 290
   627→   627→  },
   628→   628→  {
   629→   629→   "Subject": "Science",
   630→   630→   "Chapter No.": "2.0",
   631→   631→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   632→   632→   "Medium": "Hindi",
   633→   633→   "Question": "जब जिंक धातु सोडियम हाइड्रॉक्साइड विलयन के साथ अभिक्रिया करती है, तो बनने वाले उत्पाद हैं:",
   634→   634→   "Option 1": "सोडियम जिंकेट और हाइड्रोजन गैस",
   635→   635→   "Option 2": "सोडियम जिंकेट और जल",
   636→   636→   "Option 3": "जिंक हाइड्रॉक्साइड और सोडियम",
   637→   637→   "Option 4": "सोडियम ऑक्साइड और जिंक",
   638→   638→   "Correct Option": "1.0",
   639→   639→   "Explanation": "जिंक जैसी उभयधर्मी (Amphoteric) धातुएं प्रबल क्षारकों के साथ अभिक्रिया करके लवण (सोडियम जिंकेट, $Na_2ZnO_2$) और हाइड्रोजन गैस बनाती हैं।",
   640→   640→   "Exam": "CBSE",
   641→   641→   "Year": "2020.0",
   642→   642→   "_sheet_row": 291
   643→   643→  },
   644→   644→  {
   645→   645→   "Subject": "Science",
   646→   646→   "Chapter No.": "2.0",
   647→   647→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   648→   648→   "Medium": "Hindi",
   649→   649→   "Question": "धोने के सोडा (Washing Soda) में क्रिस्टलन के जल के अणुओं की संख्या कितनी होती है?",
   650→   650→   "Option 1": "5.0",
   651→   651→   "Option 2": "7.0",
   652→   652→   "Option 3": "2.0",
   653→   653→   "Option 4": "10.0",
   654→   654→   "Correct Option": "4.0",
   655→   655→   "Explanation": "धोने का सोडा सोडियम कार्बोनेट डेकाहाइड्रेट है, जिसका रासायनिक सूत्र $Na_2CO_3 \\cdot 10H_2O$ है।",
   656→   656→   "Exam": "HBSE",
   657→   657→   "Year": "2021.0",
   658→   658→   "_sheet_row": 292
   659→   659→  },
   660→   660→  {
   661→   661→   "Subject": "Science",
   662→   662→   "Chapter No.": "2.0",
   663→   663→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   664→   664→   "Medium": "Hindi",
   665→   665→   "Question": "शुष्क $HCl$ गैस शुष्क लिटमस पेपर का रंग नहीं बदलती क्योंकि:",
   666→   666→   "Option 1": "$HCl$ गैस अम्लीय नहीं है",
   667→   667→   "Option 2": "कोई $H^+$ आयन मौजूद नहीं हैं",
   668→   668→   "Option 3": "लिटमस पेपर शुष्क है",
   669→   669→   "Option 4": "2 और 3 दोनों",
   670→   670→   "Correct Option": "4.0",
   671→   671→   "Explanation": "अम्ल केवल जल की उपस्थिति में ही अम्लीय व्यवहार दर्शाते हैं जहाँ वे $H^+(aq)$ आयन उत्पन्न करने के लिए वियोजित हो सकते हैं। जल के बिना आयन नहीं बनते।",
   672→   672→   "Exam": "CBSE",
   673→   673→   "Year": "2018.0",
   674→   674→   "_sheet_row": 293
   675→   675→  },
   676→   676→  {
   677→   677→   "Subject": "Science",
   678→   678→   "Chapter No.": "2.0",
   679→   679→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   680→   680→   "Medium": "Hindi",
   681→   681→   "Question": "निम्नलिखित में से किसे 'रसायनों का राजा' कहा जाता है?",
   682→   682→   "Option 1": "नाइट्रिक अम्ल",
   683→   683→   "Option 2": "सल्फ्यूरिक अम्ल",
   684→   684→   "Option 3": "हाइड्रोक्लोरिक अम्ल",
   685→   685→   "Option 4": "फास्फोरिक अम्ल",
   686→   686→   "Correct Option": "2.0",
   687→   687→   "Explanation": "सल्फ्यूरिक अम्ल ($H_2SO_4$) को विभिन्न औद्योगिक प्रक्रियाओं और प्रयोगशालाओं में इसके व्यापक उपयोग के कारण रसायनों का राजा कहा जाता है।",
   688→   688→   "Exam": "",
   689→   689→   "Year": "",
   690→   690→   "_sheet_row": 294
   691→   691→  },
   692→   692→  {
   693→   693→   "Subject": "Science",
   694→   694→   "Chapter No.": "2.0",
   695→   695→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   696→   696→   "Medium": "Hindi",
   697→   697→   "Question": "सूचक के रंग में परिवर्तन हमें क्या निर्धारित करने में मदद करता है?",
   698→   698→   "Option 1": "तापमान",
   699→   699→   "Option 2": "पदार्थ की प्रकृति",
   700→   700→   "Option 3": "आयतन",
   701→   701→   "Option 4": "दबाव",
   702→   702→   "Correct Option": "2.0",
   703→   703→   "Explanation": "सूचक वे पदार्थ होते हैं जो विलयन की अम्लता या क्षारीयता के आधार पर अपना रंग बदलते हैं।",
   704→   704→   "Exam": "",
   705→   705→   "Year": "",
   706→   706→   "_sheet_row": 295
   707→   707→  },
   708→   708→  {
   709→   709→   "Subject": "Science",
   710→   710→   "Chapter No.": "2.0",
   711→   711→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   712→   712→   "Medium": "Hindi",
   713→   713→   "Question": "निम्नलिखित में से कौन जल में $OH^-$ आयन देता है?",
   714→   714→   "Option 1": "अम्ल",
   715→   715→   "Option 2": "क्षारक",
   716→   716→   "Option 3": "लवण",
   717→   717→   "Option 4": "ग्लूकोज",
   718→   718→   "Correct Option": "2.0",
   719→   719→   "Explanation": "आरहेनियस के अनुसार, क्षारक वे पदार्थ हैं जो जल में घुलने पर हाइड्रॉक्साइड ($OH^-$) आयन मुक्त करते हैं।",
   720→   720→   "Exam": "MP Board",
   721→   721→   "Year": "2021.0",
   722→   722→   "_sheet_row": 296
   723→   723→  },
   724→   724→  {
   725→   725→   "Subject": "Science",
   726→   726→   "Chapter No.": "2.0",
   727→   727→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   728→   728→   "Medium": "Hindi",
   729→   729→   "Question": "क्षार (Alkalis) क्या होते हैं?",
   730→   730→   "Option 1": "क्षारक जो जल में अघुलनशील हैं",
   731→   731→   "Option 2": "क्षारक जो जल में घुलनशील हैं",
   732→   732→   "Option 3": "अम्ल जो जल में घुलनशील हैं",
   733→   733→   "Option 4": "इनमें से कोई नहीं",
   734→   734→   "Correct Option": "2.0",
   735→   735→   "Explanation": "जल में घुलने वाले क्षारकों को क्षार (Alkalis) कहा जाता है। उदाहरण के लिए $NaOH$ और $KOH$।",
   736→   736→   "Exam": "CBSE",
   737→   737→   "Year": "2023.0",
   738→   738→   "_sheet_row": 297
   739→   739→  },
   740→   740→  {
   741→   741→   "Subject": "Science",
   742→   742→   "Chapter No.": "2.0",
   743→   743→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   744→   744→   "Medium": "Hindi",
   745→   745→   "Question": "अमोनियम क्लोराइड के जलीय विलयन पर नीले लिटमस की क्या क्रिया होती है?",
   746→   746→   "Option 1": "लाल हो जाता है",
   747→   747→   "Option 2": "नीला ही रहता है",
   748→   748→   "Option 3": "रंगहीन हो जाता है",
   749→   749→   "Option 4": "हरा हो जाता है",
   750→   750→   "Correct Option": "1.0",
   751→   751→   "Explanation": "अमोनियम क्लोराइड ($NH_4Cl$) एक प्रबल अम्ल ($HCl$) और दुर्बल क्षारक ($NH_4OH$) का लवण है। अतः इसका जलीय विलयन अम्लीय होता है और नीले लिटमस को लाल कर देता।",
   752→   752→   "Exam": "CBSE",
   753→   753→   "Year": "2019.0",
   754→   754→   "_sheet_row": 298
   755→   755→  },
   756→   756→  {
   757→   757→   "Subject": "Science",
   758→   758→   "Chapter No.": "2.0",
   759→   759→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   760→   760→   "Medium": "Hindi",
   761→   761→   "Question": "जिप्सम का रासायनिक सूत्र है:",
   762→   762→   "Option 1": "CaSO4 . 1/2 H2O",
   763→   763→   "Option 2": "CaSO4 . 2H2O",
   764→   764→   "Option 3": "CaSO4 . H2O",
   765→   765→   "Option 4": "CaCl2",
   766→   766→   "Correct Option": "2.0",
   767→   767→   "Explanation": "जिप्सम कैल्शियम सल्फेट डाइहाइड्रेट है। यह वह कठोर पदार्थ है जिसे 373 K पर गर्म करके प्लास्टर ऑफ पेरिस बनाया जाता है।",
   768→   768→   "Exam": "CBSE",
   769→   769→   "Year": "2022.0",
   770→   770→   "_sheet_row": 299
   771→   771→  },
   772→   772→  {
   773→   773→   "Subject": "Science",
   774→   774→   "Chapter No.": "2.0",
   775→   775→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   776→   776→   "Medium": "Hindi",
   777→   777→   "Question": "निम्नलिखित में से किसका उपयोग कांच, साबुन और कागज के निर्माण में किया जाता है?",
   778→   778→   "Option 1": "बेकिंग सोडा",
   779→   779→   "Option 2": "विरंजक चूर्ण",
   780→   780→   "Option 3": "धोने का सोडा",
   781→   781→   "Option 4": "साधारण नमक",
   782→   782→   "Correct Option": "3.0",
   783→   783→   "Explanation": "धोने का सोडा (सोडियम कार्बोनेट) एक महत्वपूर्ण औद्योगिक रसायन है जिसका उपयोग कांच, साबुन और कागज उद्योगों में व्यापक रूप से किया जाता है।",
   784→   784→   "Exam": "CBSE",
   785→   785→   "Year": "2021.0",
   786→   786→   "_sheet_row": 300
   787→   787→  },
   788→   788→  {
   789→   789→   "Subject": "Science",
   790→   790→   "Chapter No.": "2.0",
   791→   791→   "Chapter Name": "अम्ल, क्षारक एवं लवण",
   792→   792→   "Medium": "Hindi",
   793→   793→   "Question": "एक क्षारक जिसका उपयोग प्रयोगशाला अभिकर्मक के रूप में और कागज एवं लुगदी के निर्माण में किया जाता है:",
   794→   794→   "Option 1": "Ca(OH)2",
   795→   795→   "Option 2": "NaOH",
   796→   796→   "Option 3": "Mg(OH)2",
   797→   797→   "Option 4": "NH4OH",
   798→   798→   "Correct Option": "2.0",
   799→   799→   "Explanation": "सोडियम हाइड्रॉक्साइड ($NaOH$), जिसे कास्टिक सोडा भी कहा जाता है, कागज उद्योग में एक महत्वपूर्ण घटक और एक सामान्य प्रबल प्रयोगशाला क्षारक है।",
   800→   800→   "Exam": "ICSE",
   801→   801→   "Year": "2020.0",
   802→   802→   "_sheet_row": 301
   803→   803→  }
   804→   804→ ]
   805→   805→}
